_id,p1,p2,p1_selected,p2_selected,p1_turn,Moves,active_player,most recent activity,p1c1,p1c2,p1c1_health,p1c2_health,p2c1_health,p2c2_health,usernames,p2c1,p2c2,start_time,p1_abandon,p1c1_stun,p1c2_stun,p2_abandon,p2c1_stun,p2c2_stun,elo_scores_at_end,skill_points_at_end,end_time,winner,seen_by_one,balance_code
0,,,TRUE,FALSE,FALSE,[],none,"['2020-04-04 10:26:54.643000', 'p1']",Knight,Rogue,99,99,99,99,"['Ellen', 'probablytom']",,,,,,,,,,,,,,,
1,,,TRUE,FALSE,FALSE,[],none,"['2020-04-04 10:37:33.853000', 'p1']",Rogue,Knight,99,99,99,99,"['Ellen', 'Smellinda']",,,,,,,,,,,,,,,
2,,,TRUE,FALSE,FALSE,[],none,"['2020-04-04 10:54:44.161000', 'p1']",Archer,Rogue,99,99,99,99,"['Ellen', 'KingCheese']",,,,,,,,,,,,,,,
3,,,TRUE,TRUE,FALSE,"['p2Kp1A_73', 'p1Ap2K_21p2R_95', 'p2Rp1A_64', 'p1Kp2R_77', 'p2Kp1K_18', 'p1Kp2R_66', 'p2Kp1K_1', 'p1Kp2K_33', 'p2Kp1K_96', 'p1Kp2K_55', 'p2Kp1K_81', 'p1Kp2K_99']",BestWilliam,"['2020-04-04 10:54:30.666000', 'p1']",Archer,Knight,0,2,0,0,"['Ellen', 'BestWilliam']",Knight,Rogue,33:11.8,0,0,0,0,0,0,"{'Ellen': 1216.0, 'BestWilliam': 1184.0}","{'Ellen': 40, 'BestWilliam': 0}",54:33.1,1,1,
4,,,TRUE,FALSE,FALSE,[],none,"['2020-04-04 10:44:34.342000', 'p1']",Archer,Knight,99,99,99,99,"['Ellen', 'georgedo']",,,,,,,,,,,,,,,
5,,,TRUE,FALSE,FALSE,[],none,"['2020-04-04 10:28:33.404000', 'p1']",Archer,Rogue,99,99,99,99,"['Ellen', 'alanismcq']",,,,,,,,,,,,,,,
6,,,TRUE,FALSE,FALSE,[],none,"['2020-04-04 10:42:45.826000', 'p1']",Archer,Rogue,99,99,99,99,"['Ellen', 'Jash98']",,,,,,,,,,,,,,,
7,,,TRUE,FALSE,FALSE,[],none,"['2020-04-04 10:55:28.098000', 'p1']",Archer,Rogue,99,99,99,99,"['Ellen', 'Luca1802']",,,,,,,,,,,,,,,
8,,,TRUE,FALSE,FALSE,[],none,"['2020-04-04 10:35:00.907000', 'p1']",Archer,Healer,99,99,99,99,"['Ellen', 'Frp97']",,,,,,,,,,,,,,,
9,,,TRUE,TRUE,TRUE,"['p2Ap1R_67p1A_56', 'p1Ap2K_75p2A_77', 'p2Ap1R_53p1A_70', 'p1Ap2K_14p2A_65', 'p2Ap1R_25p1A_64', 'p1Rp2A_32', 'p2Kp1R_97', 'p1Ap2K_74', 'p2Kp1A_32', 'p1Ap2K_29', 'p2Kp1A_13', 'p1Ap2K_99', 'p2Kp1A_32', 'p1Ap2K_11', 'p2Kp1A_67']",probablytom,"['2020-04-04 11:06:22.469000', 'p2']",Rogue,Archer,0,0,2,0,"['probablytom', 'cptKav']",Knight,Archer,02:43.7,0,0,0,0,0,0,"{'cptKav': 1216.0, 'probablytom': 1184.0}","{'cptKav': 50, 'probablytom': 0}",06:23.5,2,1,
10,,,TRUE,TRUE,TRUE,"['p2Ap1R_94p1K_81', 'p1Rp2A_2', 'p2Ap1R_27p1K_70', 'p1Rp2A_79', 'p2Ap1R_71p1K_98', 'p1Rp2A_44', 'p2Kp1K_41', 'p1Rp2K_11', 'p2Kp1R_74']",Sabotage,"['2020-04-04 11:17:05.522000', 'p2']",Rogue,Knight,0,0,0,10,"['Sabotage', 'Ellen']",Archer,Knight,09:30.3,0,0,0,0,0,0,"{'Ellen': 1232.736306793522, 'Sabotage': 1183.263693206478}","{'Ellen': 80, 'Sabotage': 0}",17:10.6,2,1,
11,,,TRUE,TRUE,TRUE,"['p2Ap1A_43p1H_95', 'p1Ap2A_11p2R_60', 'p2Ap1A_97p1H_10', 'p1Hp2Ap1A_96', 'p2Ap1A_18p1H_18', 'p1Hp2Ap1A_8', 'p2Ap1A_80p1H_42', 'p1Hp2Ap1A_63', 'p2Ap1A_85p1H_39', 'p1Hp2Rp1H_76', 'p2Rp1H_81']",Luca1802,"['2020-04-04 11:17:19.056000', 'p2']",Archer,Healer,0,0,4,4,"['Luca1802', 'Ellen']",Archer,Rogue,06:40.2,0,0,0,0,0,0,"{'Ellen': 1250.2394238847282, 'Luca1802': 1182.4968829087939}","{'Ellen': 120, 'Luca1802': 0}",17:20.6,2,1,
12,,,FALSE,TRUE,FALSE,[],none,"['2020-04-04 11:01:31.969000', 'p2']",,,99,99,99,99,"['BestWilliam', 'Luca1802']",Knight,Archer,,,,,,,,,,,,,
13,,,TRUE,TRUE,TRUE,"['p2Kp1A_82', 'p1Ap2K_20p2R_8', 'p2Rp1A_87', 'p1Kp2K_59', 'p2Kp1K_7', 'p1Kp2K_33', 'p2Kp1K_91', 'p1Kp2K_37', 'p2Kp1K_91', 'p1Kp2K_82', 'p2Rp1K_11', 'p1Kp2R_2', 'p2Rp1K_55']",Ellen,"['2020-04-04 11:19:43.286000', 'p2']",Knight,Archer,0,0,0,8,"['Ellen', 'cptKav']",Knight,Rogue,03:42.1,0,0,0,0,0,0,"{'cptKav': 1230.428301030363, 'Ellen': 1235.8111228543653}","{'cptKav': 91, 'Ellen': 109}",19:44.4,2,1,
14,,,TRUE,FALSE,FALSE,[],none,"['2020-04-04 11:04:00.606000', 'p1']",Rogue,Healer,99,99,99,99,"['Ellen', 'BestWilliam']",,,,,,,,,,,,,,,
15,,,TRUE,TRUE,TRUE,"['p1Kp2H_88', 'p2Hp1Ap2H_13', 'p1Ap2K_26', 'p2Hp1Ap2H_22', 'p1Kp2H_38', 'p2Kp1A_43', 'p1Ap2K_55p2H_22', 'p2Hp1Ap2H_88', 'p1Kp2H_30', 'p2Kp1K_2', 'p1Kp2H_58', 'p2Hp1Kp2K_11', 'p1Kp2H_33', 'p2Hp1Kp2H_12', 'p1Kp2H_3', 'p2Hp1Kp2H_28', 'p1Kp2H_62', 'p2Kp1K_95', 'p1Kp2K_76', 'p2Kp1K_72']",Frp97,"['2020-04-04 11:20:11.309000', 'p2']",Knight,Archer,0,0,2,0,"['Frp97', 'Luca1802']",Knight,Healer,01:11.6,0,0,0,0,0,0,"{'Luca1802': 1197.6915157894487, 'Frp97': 1184.8053671193452}","{'Luca1802': 40, 'Frp97': 0}",20:15.2,2,1,
16,,,TRUE,TRUE,TRUE,"['p2Kp1A_64', 'p1Ap2K_52p2H_73', 'p2Kp1A_73', 'p1Rp2K_54', 'p2Hp1Rp2K_90', 'p1Rp2K_32', 'p2Kp1R_20', 'p1Rp2K_22', 'p2Kp1R_14', 'p1Rp2K_10', 'p2Kp1R_93', 'p1Rp2K_81', 'p2Hp1Rp2H_43']",Sabotage,"['2020-04-04 11:23:17.580000', 'p2']",Archer,Rogue,0,0,0,9,"['Sabotage', 'Ellen']",Knight,Healer,18:28.9,0,0,0,0,0,0,"{'Sabotage': 1164.8620788035614, 'Ellen': 1254.2127372572818}","{'Sabotage': 0, 'Ellen': 148}",23:22.0,2,1,
17,,,TRUE,TRUE,FALSE,"['p2Ap1W_14p1R_46', 'p1Rp2A_65', 'p2Ap1W_16p1R_52', 'p1Rp2A_37', 'p2Kp1R_24', 'p1Wp2K_29', 'p2_skip', 'p1Wp2K_85', 'p2_skip', 'p1Wp2K_68', 'p2_skip', 'p1Rp2K_37']",Sabotage,"['2020-04-04 11:27:11.196000', 'p1']",Wizard,Rogue,6,4,0,0,"['Ellen', 'Sabotage']",Knight,Archer,23:58.2,0,0,0,0,0,0,"{'Sabotage': 1144.021588220206, 'Ellen': 1294.2077033898693}","{'Sabotage': 0, 'Ellen': 226}",27:14.4,1,1,
18,,,TRUE,TRUE,TRUE,"['p2Rp1R_77', 'p1Rp2W_60', 'p2Rp1R_32', 'p1Hp2W_77', 'p2Wp1H_30', 'p1_skip', 'p2Wp1H_24', 'p1_skip', 'p2Wp1H_85', 'p1_skip', 'p2Wp1H_9', 'p1Hp2Wp1H_15', 'p2Rp1H_27']",Frp97,"['2020-04-04 11:26:56.291000', 'p2']",Healer,Rogue,0,0,1,8,"['Frp97', 'Ellen']",Wizard,Rogue,23:37.7,0,0,0,0,0,0,"{'Ellen': 1273.3672128065139, 'Frp97': 1165.6508915701131}","{'Ellen': 187, 'Frp97': 0}",27:04.7,2,1,
19,,,FALSE,FALSE,FALSE,[],none,"['2020-04-04 11:27:20.449000', 'Sabotage']",,,,,,,,,,,,,,,,,,,,,,
20,,,TRUE,TRUE,TRUE,"['p2Kp1A_19', 'p1Ap2H_44p2K_5', 'p2Kp1A_52', 'p1Ap2H_23p2K_8', 'p2Kp1A_87', 'p1Kp2H_8', 'p2Kp1K_42', 'p1Kp2H_7', 'p2Kp1K_90', 'p1Kp2H_96', 'p2Hp1Kp2H_25']",Sabotage,"['2020-04-04 11:33:12.324000', 'p2']",Knight,Archer,0,0,3,10,"['Sabotage', 'cptKav']",Healer,Knight,24:16.5,0,0,0,0,0,0,"{'cptKav': 1250.3274186954761, 'Sabotage': 1124.1224705550928}","{'cptKav': 131, 'Sabotage': 0}",33:18.5,2,1,
21,,,TRUE,TRUE,FALSE,"['p1Hp2W_74', 'p2Bp1K_0', 'p1Hp2W_89', 'p2Bp1K_86', 'p1Hp2Wp1K_39', 'p2Wp1H_73', 'p1Kp2W_29', 'p2Wp1H_81', 'p1Kp2W_5', 'p2Wp1H_0', 'p1Hp2Wp1K_93', 'p2Bp1H_3', 'p1Hp2Bp1K_85', 'p2Bp1H_12', 'p1Hp2Bp1H_93', 'p2Bp1H_92', 'p1Hp2Bp1H_35', 'p2Bp1H_9', 'p1Hp2Bp1H_97', 'p2Bp1H_73', 'p1Hp2Bp1H_31']",Ellen,"['2020-04-04 11:34:44.132000', 'p1']",Knight,Healer,10,2,0,0,"['Sabotage', 'Ellen']",Barbarian,Wizard,27:49.5,0,0,0,0,0,0,"{'Sabotage': 1132.860791290737, 'Ellen': 1285.469382654225}","{'Sabotage': 42, 'Ellen': 214}",34:45.4,1,1,
22,,,TRUE,TRUE,TRUE,"['p2Kp1R_32', 'p1Rp2K_81', 'p2Kp1R_0', 'p1Rp2K_12', 'p2Kp1R_54', 'p1Rp2K_65', 'p2Kp1R_47', 'p1Hp2K_51', 'p2Hp1Hp2K_79', 'p1Hp2Kp1H_27', 'p2Kp1H_3', 'p1Hp2Kp1H_30', 'p2Hp1H_69', 'p1Hp2Hp1H_74', 'p2Hp1Hp2H_48', 'p1Hp2Hp1H_26', 'p2Hp1Hp2H_80', 'p1Hp2Hp1H_31', 'p2Hp1Hp2H_68', 'p1Hp2Hp1H_43', 'p2Hp1Hp2H_55', 'p1Hp2Hp1H_12', 'p2Hp1Hp2H_89', 'p1Hp2Hp1H_54', 'p2Hp1Hp2H_10', 'p1Hp2Hp1H_36', 'p2Hp1Hp2H_33', 'p1Hp2Hp1H_2', 'p2Hp1Hp2H_94']",Frp97,"['2020-04-04 11:35:46.606000', 'p2']",Healer,Rogue,0,0,0,5,"['Frp97', 'probablytom']",Knight,Healer,03:23.6,0,0,0,0,0,0,"{'probablytom': 1216.9177651428402, 'Frp97': 1148.1029350066901}","{'probablytom': 80, 'Frp97': 0}",35:47.4,2,1,
23,,,TRUE,TRUE,TRUE,"['p2Ap1H_41p1K_81', 'p1Hp2Ap1H_80', 'p2Ap1H_97p1K_78', 'p1Hp2Ap1H_77', 'p2Ap1H_54p1K_8', 'p1Kp2A_44', 'p2Rp1K_78', 'p1Kp2R_59', 'p2Rp1K_52', 'p1Hp2Rp1H_60', 'p2Rp1H_79', 'p1Hp2Rp1H_6', 'p2Rp1H_27']",Luca1802,"['2020-04-04 11:23:02.476000', 'p2']",Healer,Knight,0,0,0,2,"['Luca1802', 'probablytom']",Archer,Rogue,03:07.7,0,0,0,0,0,0,"{'probablytom': 1199.3698085794172, 'Luca1802': 1182.3217072100315}","{'probablytom': 40, 'Luca1802': 30}",23:03.3,2,1,
24,,,TRUE,TRUE,TRUE,"['p2Ap1R_43p1K_17', 'p1Kp2A_26', 'p2Ap1R_22p1K_2', 'p1Kp2A_36', 'p2Ap1R_66p1K_86', 'p1Kp2A_57', 'p2Ap1R_44p1K_60', 'p1Kp2A_68', 'p2Rp1K_36']",BestWilliam,"['2020-04-04 12:10:19.712000', 'p2']",Rogue,Knight,0,0,8,0,"['BestWilliam', 'cptKav']",Rogue,Archer,38:25.6,0,0,0,0,0,0,"{'cptKav': 1269.3453353490547, 'BestWilliam': 1164.9820833464214}","{'cptKav': 170, 'BestWilliam': 0}",10:21.0,2,1,
25,,,TRUE,TRUE,TRUE,"['p1Wp2W_85', 'p2Rp1W_72', 'p1Wp2R_56', 'p2Wp1W_20', 'p1Hp2Rp1W_83', 'p2Rp1W_67', 'p1Hp2R_25', 'p2Wp1H_50', 'p1_skip', 'p2Wp1H_77', 'p1_skip', 'p2Wp1H_42', 'p1_skip', 'p2Rp1H_81']",Sabotage,"['2020-04-04 12:22:24.453000', 'p2']",Healer,Wizard,0,0,6,2,"['Sabotage', 'probablytom']",Wizard,Rogue,44:18.8,0,0,0,0,0,0,"{'probablytom': 1236.7149331138953, 'Sabotage': 1113.063623319682}","{'probablytom': 120, 'Sabotage': 33}",22:25.3,2,1,
26,,,FALSE,FALSE,FALSE,[],none,"['2020-04-04 12:21:01.427000', 'Luca1802']",,,,,,,,,,,,,,,,,,,,,,
27,,,TRUE,TRUE,FALSE,"['p1Hp2A_96', 'p2Ap1R_28p1H_38', 'p1Hp2Ap1R_18', 'p2Ap1R_53p1H_4', 'p1Hp2Ap1R_23', 'p2Ap1R_53p1H_84', 'p1Rp2A_15', 'p2Ap1R_91p1H_78', 'p1Hp2Ap1R_19', 'p2Rp1H_94', 'p1Rp2R_95', 'p2Rp1R_7', 'p1Rp2R_58']",Ellen,"['2020-04-04 12:10:38.239000', 'p1']",Rogue,Healer,3,0,0,0,"['Luca1802', 'Ellen']",Archer,Rogue,21:18.9,0,0,0,0,0,0,"{'Luca1802': 1193.7063882890368, 'Ellen': 1274.0847015752197}","{'Luca1802': 72, 'Ellen': 202}",10:40.8,1,1,
28,,,TRUE,TRUE,TRUE,"['p2Ap1W_28p1R_45', 'p1Wp2A_64', 'p2Wp1W_99', 'p1Rp2W_91', 'p2Ap1W_96p1R_84', 'p1Rp2A_37', 'p2Ap1W_93p1R_49', 'p1Rp2A_45', 'p2Wp1R_98']",Luca1802,"['2020-04-04 12:23:19.505000', 'p2']",Wizard,Rogue,0,0,5,0,"['Luca1802', 'cptKav']",Wizard,Archer,11:11.6,0,0,1,0,0,0,"{'cptKav': 1288.77462964831, 'Luca1802': 1174.2770939897814}","{'cptKav': 209, 'Luca1802': 64}",23:20.8,2,1,
29,,,TRUE,TRUE,FALSE,"['p2Ap1K_2p1R_90', 'p1Kp2A_85', 'p2Hp1Rp2A_9', 'p1Rp2A_66', 'p2Hp1R_31', 'p1Kp2H_60', 'p2Hp1Rp2H_90', 'p1Kp2H_99', 'p2Hp1Rp2H_4', 'p1Kp2H_17', 'p2Hp1Rp2H_72', 'p1Kp2H_54']",Luca1802,"['2020-04-04 12:33:51.860000', 'p1']",Knight,Rogue,10,0,0,0,"['BestWilliam', 'Luca1802']",Archer,Healer,08:18.5,0,0,0,0,0,0,"{'BestWilliam': 1180.554134381717, 'Luca1802': 1158.7050429544859}","{'BestWilliam': 40, 'Luca1802': 54}",33:53.3,1,1,
30,,,TRUE,TRUE,FALSE,"['p2Rp1B_13', 'p1Ap2R_76p2K_26', 'p2Kp1B_85', 'p1Bp2R_89', 'p2Rp1B_62', 'p1Bp2R_98', 'p2Kp1B_13', 'p1Bp2K_56', 'p2Kp1B_0', 'p1Bp2K_62']",Mageofheart,"['2020-04-04 12:36:46.530000', 'p1']",Barbarian,Archer,3,8,0,0,"['Luca1802', 'Mageofheart']",Rogue,Knight,27:28.6,0,0,0,0,0,0,"{'Luca1802': 1172.8122446162522, 'Mageofheart': 1185.8927983382337}","{'Luca1802': 94, 'Mageofheart': 0}",36:48.0,1,1,
31,,,TRUE,TRUE,FALSE,"['p2Ap1A_40p1H_14', 'p1Ap2H_59p2A_57', 'p2Ap1A_32p1H_22', 'p1Hp2Ap1A_39', 'p2Hp1Ap2A_7', 'p1Ap2H_2p2A_24', 'p2Hp1Ap2A_85', 'p1Hp2Ap1A_39', 'p2Hp1Ap2A_59', 'p1Ap2H_88p2A_17', 'p2Hp1Ap2H_24', 'p1Hp2Hp1H_70', 'p2Hp1Hp2H_4', 'p1Hp2Hp1H_39', 'p2Hp1Hp2H_80', 'p1Hp2Hp1H_56', 'p2Hp1Hp2H_14', 'p1Hp2Hp1H_37']",demander,"['2020-04-04 13:00:23.308000', 'p1']",Archer,Healer,0,10,0,0,"['Mageofheart', 'demander']",Healer,Archer,49:34.4,0,0,0,0,0,0,"{'Mageofheart': 1201.2434944827992, 'demander': 1184.6493038554345}","{'Mageofheart': 40, 'demander': 0}",00:24.3,1,1,
32,,,TRUE,TRUE,FALSE,"['p2Kp1H_20', 'p1Rp2K_89', 'p2Kp1H_80', 'p1Rp2K_74', 'p2Hp1Hp2K_27', 'p1Rp2K_73', 'p2Hp1H_83', 'p1Hp2Hp1H_81', 'p2Hp1Hp2H_33', 'p1Rp2H_36', 'p2Hp1Hp2H_82', 'p1Rp2H_95', 'p2Hp1Rp2H_52', 'p1Rp2H_51']",Gerr,"['2020-04-04 13:10:44.821000', 'p1']",Rogue,Healer,6,0,0,0,"['demander', 'Gerr']",Healer,Knight,03:43.9,0,0,0,0,0,0,"{'demander': 1199.942837816693, 'Gerr': 1184.7064660387414}","{'demander': 40, 'Gerr': 0}",10:47.0,1,1,
33,,,TRUE,TRUE,FALSE,"['p1Rp2W_67', 'p2Wp1R_3', 'p1Rp2W_79', 'p2Hp1R_65', 'p1Hp2Hp1R_44', 'p2Hp1Rp2H_19', 'p1Rp2H_1', 'p2Hp1Rp2H_97', 'p1Hp2Hp1R_99', 'p2Hp1Rp2H_3', 'p1Hp2Hp1R_76', 'p2Hp1Rp2H_42', 'p1Hp2Hp1R_38', 'p2Hp1Rp2H_28', 'p1Hp2Hp1R_45', 'p2Hp1Rp2H_24', 'p1Rp2H_72']",Mageofheart,"['2020-04-04 13:12:19.811000', 'p1']",Rogue,Healer,1,10,0,0,"['demander', 'Mageofheart']",Wizard,Healer,02:09.0,0,0,0,0,0,0,"{'demander': 1215.8829406434922, 'Mageofheart': 1185.303391656}","{'demander': 80, 'Mageofheart': 30}",12:23.8,1,1,
34,,,TRUE,TRUE,FALSE,"['p2Ap1K_8p1H_19', 'p1Kp2A_90', 'p2Hp1Kp2A_14', 'p1Kp2A_93', 'p2Hp1K_51', 'p1Kp2H_20', 'p2Hp1K_70', 'p1Hp2Hp1K_40', 'p2Hp1Kp2H_40', 'p1Kp2H_87', 'p2Hp1Kp2H_5', 'p1Kp2H_6', 'p2Hp1Kp2H_93', 'p1Hp2Hp1K_4', 'p2Hp1Kp2H_87', 'p1Hp2Hp1K_22', 'p2Hp1Kp2H_78', 'p1Hp2Hp1H_12', 'p2Hp1Hp2H_49', 'p1Hp2Hp1H_80', 'p2Hp1Hp2H_11', 'p1Hp2Hp1H_84', 'p2Hp1Hp2H_95', 'p1Hp2Hp1H_9', 'p2Hp1Hp2H_18', 'p1Hp2Hp1H_91', 'p2Hp1Hp2H_81', 'p1Hp2Hp1H_78', 'p2Hp1Hp2H_53', 'p1Hp2Hp1H_52', 'p2Hp1Hp2H_27', 'p1Hp2Hp1H_41']",Mageofheart,"['2020-04-04 13:21:04.815000', 'p1']",Knight,Healer,0,2,0,0,"['Beth', 'Mageofheart']",Healer,Archer,08:21.0,0,0,0,0,0,0,"{'Beth': 1216.6764004438476, 'Mageofheart': 1168.6269912121525}","{'Beth': 40, 'Mageofheart': 20}",21:06.6,1,1,
35,,,TRUE,FALSE,FALSE,[],none,"['2020-04-04 11:44:45.227000', 'p1']",Wizard,Knight,99,99,99,99,"['probablytom', 'alan']",,,,,,,,,,,,,,,
36,,,TRUE,TRUE,TRUE,"['p2Ap1K_61p1R_60', 'p1Kp2A_26', 'p2Ap1K_94p1R_3', 'p1Kp2A_70', 'p2Ap1K_2p1R_42', 'p1Rp2A_40', 'p2Hp1K_58', 'p1Kp2H_59', 'p2Hp1Rp2H_37', 'p1Kp2H_14', 'p2Hp1Rp2H_10', 'p1Rp2H_44', 'p2Hp1Rp2H_74', 'p1Kp2H_6', 'p2Hp1Kp2H_91', 'p1Kp2H_12', 'p2Hp1Kp2H_71']",probablytom,"['2020-04-04 14:03:27.388000', 'p2']",Knight,Rogue,0,0,7,0,"['probablytom', 'Beth']",Healer,Archer,22:18.2,0,0,0,0,0,0,"{'Beth': 1231.7546137827026, 'probablytom': 1221.6367197750403}","{'Beth': 81, 'probablytom': 109}",03:29.4,2,1,
37,,,TRUE,TRUE,TRUE,"['p1Ap2W_72p2R_23', 'p2Rp1R_40', 'p1Ap2W_65p2R_89', 'p2Rp1R_66', 'p1Ap2W_54p2R_37', 'p2Wp1A_30', 'p1_skip', 'p2Wp1A_86', 'p1_skip', 'p2Rp1A_96']",Beth,"['2020-04-04 14:08:58.189000', 'p2']",Rogue,Archer,0,0,2,2,"['Beth', 'probablytom']",Wizard,Rogue,04:29.2,0,0,0,0,0,0,"{'probablytom': 1237.1709052104104, 'Beth': 1216.2204283473325}","{'probablytom': 148, 'Beth': 72}",08:59.1,2,1,
38,,,TRUE,TRUE,FALSE,"['p2Bp1M_34', 'p1Mp2R_90', 'p1Mp2R_51', 'p1Mp2R_2', 'p2Rp1M_83', 'p1Wp2R_60', 'p2Bp1W_43', 'p1Wp2R_61', 'p2Bp1W_16', 'p1Wp2R_47', 'p2Bp1W_39', 'p1Wp2B_42', 'p2_skip', 'p1Wp2B_83', 'p2_skip', 'p1Wp2B_67', 'p2_skip', 'p1Wp2B_96', 'p2_skip', 'p1Wp2B_93']",cptKav,"['2020-04-04 14:45:09.602000', 'p1']",Monk,Wizard,0,2,0,0,"['Ellen', 'cptKav']",Barbarian,Rogue,23:58.3,0,0,0,0,1,0,"{'Ellen': 1289.4086082196625, 'cptKav': 1273.4507230038673}","{'Ellen': 242, 'cptKav': 200}",45:11.2,1,1,
39,,,TRUE,FALSE,FALSE,[],none,"['2020-04-04 11:06:53.724000', 'p1']",Rogue,Knight,99,99,99,99,"['Sabotage', 'KingCheese']",,,,,,,,,,,,,,,
40,,,TRUE,TRUE,TRUE,"['p2Ap1K_12p1R_22', 'p1Rp2A_96', 'p2Hp1Kp2A_83', 'p1Rp2A_11', 'p2Ap1K_80p1R_89', 'p1Rp2A_48', 'p2Ap1K_4p1R_99', 'p1Rp2A_0', 'p2Ap1K_33p1R_78', 'p1Kp2A_42', 'p2Hp1K_21', 'p1Kp2H_71', 'p2Hp1Kp2H_76']",georgedo,"['2020-04-04 15:51:33.965000', 'p2']",Knight,Rogue,0,0,0,7,"['georgedo', 'eggface']",Archer,Healer,45:58.3,0,0,0,0,0,0,"{'eggface': 1216.0, 'georgedo': 1184.0}","{'eggface': 40, 'georgedo': 0}",51:39.5,2,1,
41,,,TRUE,FALSE,FALSE,[],none,"['2020-04-04 12:23:26.912000', 'p1']",Archer,Rogue,99,99,99,99,"['Ellen', 'BenL98']",,,,,,,,,,,,,,,
42,,,TRUE,FALSE,FALSE,[],none,"['2020-04-04 14:45:35.930000', 'p1']",Gunner,Rogue,99,99,99,99,"['Ellen', 'probablytom']",,,,,,,,,,,,,,,
43,,,TRUE,TRUE,FALSE,"['p1Kp2A_79', 'p2Hp1Hp2A_37', 'p1Kp2A_82', 'p2Ap1K_68p1H_38', 'p1Hp2Ap1K_44', 'p2Hp1K_54', 'p1Kp2H_59', 'p2Hp1Kp2H_92', 'p1Kp2H_71', 'p2Hp1Kp2H_31', 'p1Kp2H_97']",Mageofheart,"['2020-04-04 16:07:43.977000', 'p1']",Knight,Healer,3,6,0,0,"['BestWilliam', 'Mageofheart']",Healer,Archer,42:35.0,0,0,0,0,0,0,"{'BestWilliam': 1238.7077635143173, 'Mageofheart': 1150.262790530604}","{'BestWilliam': 120, 'Mageofheart': 11}",07:45.7,1,1,
44,,,TRUE,TRUE,TRUE,"['p2Ap1B_27p1H_33', 'p1Bp2R_64', 'p2Ap1B_44p1H_83', 'p1Bp2R_74', 'p2Ap1B_88p1H_65', 'p1Hp2Rp1H_11', 'p2Ap1B_24p1H_42', 'p1Bp2R_4', 'p2Ap1B_82p1H_70']",Mageofheart,"['2020-04-04 16:24:02.515000', 'p2']",Barbarian,Healer,0,0,2,8,"['Mageofheart', 'Ellen']",Rogue,Archer,20:06.4,0,0,0,0,0,0,"{'Ellen': 1311.4945513574312, 'Mageofheart': 1128.1768473928353}","{'Ellen': 280, 'Mageofheart': 3}",24:06.6,2,1,
45,,,TRUE,TRUE,FALSE,"['p1Kp2A_22', 'p2Ap1K_41p1H_45', 'p1Kp2H_66', 'p2Ap1K_99p1H_26', 'p1Kp2A_65', 'p2Ap1K_21p1H_74', 'p1Kp2A_53', 'p2Hp1Kp2H_34', 'p1Hp2Hp1K_95', 'p2Hp1Kp2H_69', 'p1Hp2Hp1K_51', 'p2Hp1Kp2H_35', 'p1Hp2Hp1H_77', 'p2Hp1Hp2H_83', 'p1Hp2Hp1H_55', 'p2Hp1Hp2H_74', 'p1Hp2Hp1H_46', 'p2Hp1Hp2H_64', 'p1Hp2Hp1H_32']",BestWilliam,"['2020-04-04 16:34:43.210000', 'p1']",Knight,Healer,0,2,0,0,"['Mageofheart', 'BestWilliam']",Archer,Healer,44:13.4,0,0,0,0,0,0,"{'Mageofheart': 1139.251754702536, 'BestWilliam': 1227.6328562046167}","{'Mageofheart': 44, 'BestWilliam': 109}",34:44.8,1,1,
46,,,TRUE,TRUE,TRUE,"['p2Ap1W_63p1R_40', 'p1Wp2A_5', 'p2Ap1W_75p1R_69', 'p1Wp2A_75', 'p2Kp1W_58', 'p1Rp2A_53', 'p2Kp1R_13', 'p1Rp2A_48', 'p2Kp1R_83']",demander,"['2020-04-04 16:35:35.068000', 'p2']",Wizard,Rogue,0,0,0,10,"['demander', 'BestWilliam']",Archer,Knight,33:54.8,0,0,0,0,0,0,"{'BestWilliam': 1244.173753616349, 'demander': 1199.34204323176}","{'BestWilliam': 148, 'demander': 71}",35:37.1,2,1,
47,,,FALSE,TRUE,FALSE,[],none,"['2020-04-04 18:10:01.024000', 'p2']",,,99,99,99,99,"['BestWilliam', 'azure']",Archer,Healer,,,,,,,,,,,,,
48,,,TRUE,TRUE,FALSE,"['p1Rp2K_72', 'p2Kp1H_26', 'p1Rp2K_85', 'p2Kp1H_49', 'p1Rp2K_29', 'p2Ap1R_86p1H_18', 'p1Hp2Ap1R_33', 'p2Ap1R_22p1H_43', 'p1Hp2Ap1R_85', 'p2Ap1R_61p1H_44', 'p1Rp2A_36']",Marta,"['2020-04-04 18:15:56.405000', 'p1']",Rogue,Healer,4,0,0,0,"['CalHaribo', 'Marta']",Archer,Knight,25:06.3,0,0,0,0,0,0,"{'CalHaribo': 1216.0, 'Marta': 1184.0}","{'CalHaribo': 40, 'Marta': 0}",16:02.5,1,1,
