_id,p1,p2,p1_selected,p2_selected,p1_turn,Moves,active_player,most recent activity,p1c1,p1c2,p1c1_health,p1c2_health,p2c1_health,p2c2_health,usernames,p2c1,p2c2,start_time,p1_abandon,p1c1_stun,p1c2_stun,p2_abandon,p2c1_stun,p2c2_stun,elo_scores_at_end,skill_points_at_end,end_time,winner,seen_by_one,balance_code
4758,,,TRUE,TRUE,TRUE,"['p1Wp2W_42', 'p2Gp1W_27']",Sidthesloth,"['2020-05-07 20:19:47.289000', 'p2']",Knight,Wizard,10,7,6,8,"['Sidthesloth', 'Nari']",Wizard,Gunner,14:04.6,0,0,0,0,0,0,,,,,,1.2
4759,,,TRUE,FALSE,FALSE,[],none,"['2020-05-08 20:09:19.006000', 'p1']",Knight,Archer,99,99,99,99,"['sstein', 'Frp97']",,,,,,,,,,,,,,,1.2
4760,,,TRUE,TRUE,FALSE,"['p2Gp1A_47', 'p1Ap2K_11p2G_61', 'p2Gp1A_47', 'p1Ap2K_8p2G_68', 'p2Gp1A_5', 'p1Bp2G_98', 'p2Gp1B_17', 'p1Bp2G_97', 'p2Kp1B_5', 'p1Bp2K_30', 'p2Kp1B_4', 'p1Bp2K_88', 'p2Kp1B_9', 'p1Bp2K_47', 'p2Kp1B_47', 'p1Bp2K_44']",Ellen,"['2020-05-08 20:26:56.883000', 'p1']",Barbarian,Archer,5,0,0,0,"['cptKav', 'Ellen']",Knight,Gunner,14:59.6,0,0,0,0,0,0,"{'cptKav': 1269.1174121169693, 'Ellen': 1297.4845373359246}","{'cptKav': 4785, 'Ellen': 5654}",26:57.5,1,1,1.2
4761,,,TRUE,TRUE,TRUE,"['p2Ap1M_48p1R_91', 'p1Mp2W_88', 'p1Mp2W_81', 'p1Mp2W_4', 'p2Ap1M_20p1R_66', 'p1Mp2W_19', 'p2Ap1M_99p1R_96', 'p1Mp2W_75', 'p1Rp2W_80', 'p2Ap1M_71p1R_77']",Deanerbeck,"['2020-05-08 20:54:03.037000', 'p2']",Monk,Rogue,0,0,0,9,"['Deanerbeck', 'Apollogize']",Wizard,Archer,33:29.3,0,0,0,0,0,0,"{'Apollogize': 1235.448216039771, 'Deanerbeck': 1178.0009649834512}","{'Apollogize': 770, 'Deanerbeck': 4871}",54:03.8,2,1,1.2
4762,,,TRUE,TRUE,FALSE,"['p1Gp2M_19', 'p2Mp1W_72', 'p2Mp1W_91', 'p2Mp1W_12', 'p1Gp2M_11', 'p2Mp1W_12', 'p1Gp2M_62', 'p2Mp1W_72', 'p2Rp1W_5', 'p1Gp2M_23', 'p2Rp1W_36', 'p1Gp2R_55', 'p2Rp1G_44', 'p1Gp2R_36']",Deanerbeck,"['2020-05-08 21:00:18.877000', 'p1']",Gunner,Wizard,5,0,0,0,"['apropos0', 'Deanerbeck']",Monk,Rogue,34:46.1,0,0,0,0,0,0,"{'apropos0': 1131.6382039390887, 'Deanerbeck': 1164.7209501422892}","{'apropos0': 5368, 'Deanerbeck': 4866}",00:20.3,1,1,1.2
4763,,,TRUE,TRUE,TRUE,"['p1Mp2G_12', 'p2Gp1M_61', 'p1Mp2G_70', 'p1Mp2G_94', 'p1Mp2G_35', 'p1Rp2G_1', 'p2Gp1M_34', 'p1Rp2G_67', 'p2Kp1R_33', 'p1Rp2K_38', 'p2Kp1R_49', 'p1Rp2K_46', 'p2Kp1R_55']",Deanerbeck,"['2020-05-08 21:01:39.067000', 'p2']",Monk,Rogue,0,0,0,4,"['Deanerbeck', 'apropos0']",Gunner,Knight,53:54.6,0,0,0,0,0,0,"{'apropos0': 1146.1192750150776, 'Deanerbeck': 1150.2398790663003}","{'apropos0': 5403, 'Deanerbeck': 4861}",01:40.6,2,1,1.2
4764,,,TRUE,TRUE,FALSE,"['p2Rp1G_24', 'p1Gp2W_53', 'p2Rp1G_87', 'p1Gp2W_9', 'p2Rp1G_19', 'p1Gp2W_42', 'p2Rp1G_0', 'p1Gp2R_70', 'p2Rp1G_92', 'p1Kp2R_88', 'p2Rp1K_20', 'p1Kp2R_64']",Deanerbeck,"['2020-05-08 21:02:27.977000', 'p1']",Gunner,Knight,0,10,0,0,"['apropos0', 'Deanerbeck']",Wizard,Rogue,00:56.6,0,0,0,0,0,0,"{'apropos0': 1161.9295230826328, 'Deanerbeck': 1134.429630998745}","{'apropos0': 5438, 'Deanerbeck': 4856}",02:29.7,1,1,1.2
4765,,,TRUE,TRUE,FALSE,"['p1Gp2G_7', 'p2Gp1R_50', 'p1Gp2G_32', 'p2Gp1R_0', 'p1Rp2G_35', 'p2Rp1R_14', 'p1Gp2R_71', 'p2Rp1R_97', 'p1Gp2R_68']",Ellen,"['2020-05-08 21:03:30.330000', 'p1']",Gunner,Rogue,8,0,0,0,"['apropos0', 'Ellen']",Gunner,Rogue,11:42.8,0,0,0,0,0,0,"{'apropos0': 1171.9855706271576, 'Ellen': 1287.4284897914}","{'apropos0': 5478, 'Ellen': 5644}",03:31.8,1,1,1.2
4766,,,TRUE,TRUE,TRUE,"['p1Gp2K_6', 'p2Gp1W_63', 'p1Gp2G_18', 'p2Gp1W_68', 'p1Gp2G_75', 'p2Gp1G_3', 'p1Gp2G_70', 'p2Kp1G_42', 'p1Gp2K_82', 'p2Kp1G_68', 'p1Gp2K_85', 'p2Kp1G_33']",Deanerbeck,"['2020-05-08 21:06:13.844000', 'p2']",Wizard,Gunner,0,0,0,1,"['Deanerbeck', 'apropos0']",Gunner,Knight,03:32.4,0,0,0,0,0,0,"{'apropos0': 1189.708380747411, 'Deanerbeck': 1116.7068208784917}","{'apropos0': 5512, 'Deanerbeck': 4851}",06:15.4,2,1,1.2
4767,,,TRUE,TRUE,TRUE,"['p1Gp2G_1', 'p2Gp1W_26', 'p1Wp2G_13', 'p2Gp1W_71', 'p1Wp2G_92', 'p2Kp1W_46', 'p1Gp2G_74', 'p2Gp1G_98', 'p1Gp2G_51', 'p2Kp1G_74', 'p1Gp2K_98', 'p2Kp1G_24']",Deanerbeck,"['2020-05-08 21:06:25.058000', 'p2']",Wizard,Gunner,0,0,0,6,"['Deanerbeck', 'apropos0']",Gunner,Knight,02:49.0,0,0,0,0,0,0,"{'apropos0': 1209.021611694601, 'Deanerbeck': 1097.3935899313017}","{'apropos0': 5546, 'Deanerbeck': 4846}",06:26.8,2,1,1.2
4768,,,TRUE,TRUE,FALSE,"['p2Ap1H_15p1R_91', 'p1Rp2A_34', 'p2Ap1H_46p1R_17', 'p1Hp2Ap1R_31', 'p2Ap1H_57p1R_64', 'p1Rp2A_91', 'p2Rp1R_13', 'p1Hp2Rp1R_39']",walshy1066,"['2020-05-07 19:34:14.293000', 'p1']",Healer,Rogue,5,6,0,6,"['elennon', 'walshy1066']",Archer,Rogue,37:03.2,0,0,0,0,0,0,,,,,,1.2
4769,,,TRUE,TRUE,TRUE,"['p1Ap2G_73p2B_46', 'p2Gp1R_98', 'p1Ap2G_50p2B_96', 'p2Gp1R_59', 'p1Ap2G_96p2B_4', 'p2Gp1A_93', 'p1Ap2G_35p2B_52', 'p2Bp1A_93']",l17r,"['2020-05-08 21:52:54.031000', 'p2']",Archer,Rogue,0,0,0,3,"['l17r', 'Frp97']",Gunner,Barbarian,58:28.1,0,0,0,0,0,0,"{'Frp97': 1351.4564788510352, 'l17r': 1063.7024893442253}","{'Frp97': 3998, 'l17r': 4000}",52:54.8,2,1,1.2
4770,,,TRUE,TRUE,TRUE,"['p2Mp1R_7', 'p1Gp2M_5', 'p2Mp1G_97', 'p2Mp1G_27', 'p2Mp1R_96', 'p2Mp1R_68', 'p2Bp1G_40', 'p1Gp2M_54', 'p2Mp1R_72', 'p2Mp1R_89', 'p2Bp1G_94', 'p1Rp2M_31', 'p2Bp1R_48', 'p1Rp2B_6', 'p2Bp1R_6', 'p1Rp2B_99', 'p2Bp1R_4', 'p1Rp2B_97', 'p2Bp1R_32']",creilly1,"['2020-05-08 13:16:51.312000', 'p2']",Gunner,Rogue,0,0,0,3,"['creilly1', 'rocinante']",Monk,Barbarian,00:31.5,0,0,0,0,0,0,"{'rocinante': 1155.7306922606338, 'creilly1': 1060.0680837115606}","{'rocinante': 928, 'creilly1': 5600}",17:02.2,2,1,1.2
4771,,,TRUE,TRUE,FALSE,"['p1Mp2G_28', 'p1Mp2G_60', 'p1Mp2G_85', 'p1Mp2G_45', 'p1Mp2G_89', 'p1Mp2G_96', 'p1Mp2G_20', 'p2Gp1M_71', 'p1Mp2G_77', 'p1Mp2G_98', 'p1Mp2R_34', 'p1Mp2R_3', 'p2Rp1M_16', 'p1Mp2R_54', 'p1Mp2R_57', 'p1Mp2R_28', 'p1Mp2R_38', 'p1Bp2R_73']",creilly1,"['2020-05-08 13:55:20.816000', 'p1']",Barbarian,Monk,9,3,0,0,"['cptKav', 'creilly1']",Gunner,Rogue,21:08.2,0,0,0,0,0,0,"{'cptKav': 1257.1367468187536, 'creilly1': 1036.6757123319503}","{'cptKav': 4721, 'creilly1': 5600}",55:21.5,1,1,1.2
4772,,,TRUE,TRUE,TRUE,"['p1Gp2A_1', 'p2Ap1G_40p1R_8', 'p1Gp2A_6', 'p2Ap1G_26p1R_80', 'p1Gp2A_10', 'p2Ap1G_51p1R_62', 'p1Gp2A_93', 'p2Ap1G_48p1R_48', 'p1Rp2A_29', 'p2Ap1R_36']",deathseeker,"['2020-05-08 21:59:06.468000', 'p2']",Gunner,Rogue,0,0,8,2,"['deathseeker', 'Apollogize']",Wizard,Archer,20:38.2,0,0,0,0,0,0,"{'Apollogize': 1251.6384780318087, 'deathseeker': 1215.1262726309828}","{'Apollogize': 813, 'deathseeker': 956}",59:07.4,2,1,1.2
4773,,,TRUE,TRUE,TRUE,"['p2Gp1A_59', 'p1Ap2G_52p2W_2', 'p2Gp1A_84']",dalinar,"['2020-05-07 21:41:26.723000', 'p2']",Archer,Knight,1,10,6,8,"['dalinar', 'ECDr']",Gunner,Wizard,07:40.2,0,0,0,0,0,0,,,,,,1.2
4774,,,TRUE,TRUE,FALSE,"['p1Gp2A_88', 'p2Ap1G_14p1R_95', 'p1Gp2A_66', 'p2Ap1G_94p1R_56', 'p1Gp2A_38', 'p2Kp1R_15', 'p1Gp2K_5', 'p2Kp1R_25', 'p1Gp2K_63', 'p2Kp1G_71', 'p1Gp2K_11', 'p2Kp1R_83', 'p1Gp2K_43']",sstein,"['2020-05-09 00:20:35.200000', 'p1']",Gunner,Rogue,3,0,0,0,"['creilly1', 'sstein']",Knight,Archer,40:25.5,0,0,0,0,0,0,"{'creilly1': 1039.9643967932866, 'sstein': 1409.7993821863922}","{'creilly1': 5654, 'sstein': 3577}",20:36.0,1,1,1.2
4775,,,TRUE,TRUE,TRUE,"['p1Ap2G_30p2B_62', 'p2Gp1R_31', 'p1Ap2G_20p2B_76', 'p2Gp1R_40', 'p1Ap2G_97p2B_52', 'p2Bp1A_75', 'p1Ap2G_5p2B_80', 'p2Bp1A_65']",l17r,"['2020-05-08 22:05:56.174000', 'p2']",Archer,Rogue,0,0,2,1,"['l17r', 'Frp97']",Gunner,Barbarian,13:24.4,0,0,0,0,0,0,"{'Frp97': 1378.328806047898, 'l17r': 1036.8301621473624}","{'Frp97': 4034, 'l17r': 4004}",05:57.0,2,1,1.2
4776,,,TRUE,TRUE,TRUE,"['p2Mp1G_72', 'p2Mp1G_17', 'p1Gp2M_82', 'p2Mp1G_39', 'p2Mp1G_74', 'p2Rp1G_94', 'p1Kp2M_39', 'p2Rp1K_94', 'p1Kp2R_68', 'p2Rp1K_23', 'p1Kp2R_5', 'p2Rp1K_62', 'p1Kp2R_39', 'p2Rp1K_19', 'p1Kp2R_17', 'p2Rp1K_1', 'p1Kp2R_2', 'p2Rp1K_64']",apropos0,"['2020-05-09 07:04:47.818000', 'p2']",Gunner,Knight,0,0,0,2,"['apropos0', 'Deanerbeck']",Monk,Rogue,06:38.3,0,0,0,0,0,0,"{'Deanerbeck': 1094.4773825892994, 'apropos0': 1219.9659527445315}","{'Deanerbeck': 4949, 'apropos0': 5574}",04:49.2,2,1,1.2
4777,,,TRUE,TRUE,TRUE,"['p2Gp1M_22', 'p1Mp2G_81', 'p1Mp2G_97', 'p1Mp2G_49', 'p1Mp2G_17', 'p2Gp1M_59', 'p1Rp2G_42', 'p2Kp1M_23', 'p1Rp2K_39', 'p2Kp1R_65', 'p1Rp2K_83', 'p2Kp1R_85', 'p1Rp2K_28', 'p2Kp1R_16', 'p1Rp2K_8', 'p2Kp1R_87']",Deanerbeck,"['2020-05-09 07:04:46.049000', 'p2']",Monk,Rogue,0,0,0,4,"['Deanerbeck', 'apropos0']",Gunner,Knight,07:13.7,0,0,0,0,0,0,"{'apropos0': 1229.6560157861766, 'Deanerbeck': 1084.7873195476543}","{'apropos0': 5589, 'Deanerbeck': 4944}",04:47.5,2,1,1.2
4778,,,TRUE,TRUE,TRUE,"['p2Gp1W_78', 'p1Wp2G_88', 'p2Bp1W_11', 'p1Gp2G_47', 'p2Gp1W_59', 'p1Gp2G_27', 'p2Gp1G_75', 'p1Gp2G_64', 'p2Bp1G_45', 'p1Gp2B_75', 'p2Bp1G_11', 'p1Gp2B_0', 'p2Bp1G_46']",Beth,"['2020-05-09 09:05:35.376000', 'p2']",Gunner,Wizard,0,0,0,4,"['Beth', 'Frp97']",Gunner,Barbarian,30:17.5,0,0,0,0,0,0,"{'Frp97': 1398.974949402661, 'Beth': 1253.8044498861402}","{'Frp97': 4077, 'Beth': 1901}",05:36.2,2,1,1.2
4779,,,TRUE,TRUE,TRUE,"['p1Mp2R_88', 'p1Mp2R_64', 'p1Mp2R_95', 'p1Rp2R_14', 'p2Rp1M_7', 'p1Rp2R_57', 'p2Mp1M_29', 'p2Mp1M_53', 'p2Mp1M_45', 'p2Mp1M_60', 'p2Mp1M_27', 'p2Mp1M_83', 'p2Mp1M_85', 'p2Mp1R_29', 'p2Mp1R_92', 'p2Mp1R_83', 'p2Mp1R_79', 'p2Mp1R_54', 'p2Mp1R_69', 'p2Mp1R_43', 'p2Mp1R_15', 'p1Rp2M_39', 'p2Mp1R_87']",Ellen,"['2020-05-08 21:26:48.882000', 'p2']",Monk,Rogue,0,0,4,0,"['Ellen', 'Deanerbeck']",Monk,Rogue,02:57.5,0,0,0,0,0,0,"{'Deanerbeck': 1105.4217236392299, 'Ellen': 1279.4003560834717}","{'Deanerbeck': 4892, 'Ellen': 5639}",26:49.9,2,1,1.2
4780,,,TRUE,TRUE,FALSE,"['p1Ap2K_42p2G_70', 'p2Gp1R_7', 'p1Ap2K_48p2G_3', 'p2Gp1R_22', 'p1Ap2K_0p2G_14', 'p2Kp1R_80', 'p1Ap2K_79p2G_47', 'p2Kp1R_37', 'p1Ap2K_93p2G_18', 'p2Gp1A_4', 'p1Ap2K_23p2G_79', 'p2Gp1A_38', 'p1Ap2G_96']",basta,"['2020-05-09 09:36:49.592000', 'p1']",Archer,Rogue,4,0,0,0,"['Beth', 'basta']",Knight,Gunner,21:54.0,0,0,0,0,0,0,"{'Beth': 1273.580312914875, 'basta': 1150.4616916998636}","{'Beth': 1947, 'basta': 3135}",36:50.7,1,1,1.2
4781,,,TRUE,TRUE,FALSE,"['p2Rp1R_94', 'p1Gp2R_46', 'p2Rp1R_89', 'p1Gp2R_39', 'p2Hp1G_64', 'p1Gp2H_55', 'p2Hp1Gp2H_8', 'p1Gp2H_27', 'p2Hp1Gp2H_93', 'p1Gp2H_62', 'p2Hp1Gp2H_73', 'p1Gp2H_40']",jack,"['2020-05-08 10:59:06.167000', 'p1']",Gunner,Rogue,2,0,0,0,"['deathseeker', 'jack']",Rogue,Healer,09:17.8,0,0,0,0,0,0,"{'deathseeker': 1245.4070553517647, 'jack': 1086.5398452530594}","{'deathseeker': 975, 'jack': 1738}",59:07.6,1,1,1.2
4782,,,TRUE,TRUE,FALSE,"['p2Wp1K_82', 'p1Rp2W_43', 'p2Wp1K_75', 'p1Rp2W_61', 'p2Kp1K_49', 'p1Kp2K_54', 'p2Kp1K_65', 'p1Rp2K_93']",Sidthesloth,"['2020-05-07 21:40:45.107000', 'p1']",Knight,Rogue,0,8,4,0,"['georgedo', 'Sidthesloth']",Knight,Wizard,44:04.6,0,0,0,0,0,0,,,,,,1.2
4783,,,TRUE,TRUE,TRUE,"['p1Gp2G_64', 'p2Gp1G_55', 'p1Gp2G_99', 'p2Wp1G_64', 'p1Rp2W_20', 'p2Wp1G_24', 'p1Rp2W_46', 'p2Wp1R_73', 'p1_skip', 'p2Wp1R_17', 'p1_skip', 'p2Wp1R_76', 'p1_skip', 'p2Wp1R_89']",deathseeker,"['2020-05-09 12:08:47.991000', 'p2']",Gunner,Rogue,0,0,5,0,"['deathseeker', 'basta']",Wizard,Gunner,03:31.8,0,0,1,0,0,0,"{'basta': 1163.5176933248258, 'deathseeker': 1202.0702710060207}","{'basta': 3172, 'deathseeker': 959}",08:49.0,2,1,1.2
4784,,,TRUE,TRUE,FALSE,"['p1Gp2G_93', 'p2Gp1K_61', 'p1Gp2G_54', 'p2Bp1K_27', 'p1Gp2B_68', 'p2Bp1K_3', 'p1Gp2B_18', 'p2Bp1K_99', 'p1Gp2B_11', 'p2Bp1G_44', 'p1Gp2B_62']",cptKav,"['2020-05-09 12:28:39.450000', 'p1']",Gunner,Knight,3,1,0,0,"['apropos0', 'cptKav']",Barbarian,Gunner,34:32.4,0,0,0,0,0,0,"{'apropos0': 1255.3682514257016, 'cptKav': 1274.3453483029705}","{'apropos0': 5646, 'cptKav': 4809}",28:40.8,1,1,1.2
4785,,,TRUE,FALSE,FALSE,[],none,"['2020-05-08 20:28:01.553000', 'p1']",Knight,Rogue,99,99,99,99,"['cptKav', 'Luca1802']",,,,,,,,,,,,,,,1.2
4786,,,TRUE,FALSE,FALSE,[],none,"['2020-05-08 20:27:59.076000', 'p1']",Wizard,Archer,99,99,99,99,"['cptKav', 'dalinar']",,,,,,,,,,,,,,,1.2
4787,,,TRUE,TRUE,TRUE,"['p2Ap1B_18p1G_66', 'p1Gp2A_59', 'p2Ap1B_63p1G_27', 'p1Gp2A_86', 'p2Ap1B_99p1G_7', 'p1Gp2A_72', 'p2Kp1G_57', 'p1Gp2K_41', 'p2Kp1G_92', 'p1Bp2K_5', 'p2Kp1B_91', 'p1Bp2K_83', 'p2Kp1B_89']",Nari,"['2020-05-09 12:53:58.930000', 'p2']",Barbarian,Gunner,0,0,1,0,"['Nari', 'sstein']",Knight,Archer,44:36.3,0,0,0,0,0,0,"{'sstein': 1434.4804285703185, 'Nari': 1173.9525064469685}","{'sstein': 3614, 'Nari': 3970}",54:00.2,2,1,1.2
4788,,,TRUE,TRUE,FALSE,"['p1Gp2M_66', 'p2Mp1G_13', 'p1Gp2M_45', 'p2Rp1R_3', 'p1Gp2R_25', 'p2Rp1G_51', 'p1Gp2R_49', 'p2Rp1G_49', 'p1Rp2R_14', 'p2Rp1R_12', 'p1Rp2R_92']",Deanerbeck,"['2020-05-09 10:30:20.608000', 'p1']",Gunner,Rogue,0,8,0,0,"['apropos0', 'Deanerbeck']",Monk,Rogue,12:28.6,0,0,0,0,0,0,"{'apropos0': 1241.5060728924154, 'Deanerbeck': 1072.9372624414154}","{'apropos0': 5608, 'Deanerbeck': 4939}",30:22.3,1,1,1.2
4789,,,TRUE,TRUE,TRUE,"['p1Rp2R_7', 'p2Ap1R_54p1W_17', 'p1Rp2R_32', 'p2Ap1R_70p1W_22', 'p1Rp2R_99', 'p2Ap1R_54p1W_75', 'p1Wp2A_72', 'p2_skip', 'p1Wp2A_97', 'p2_skip', 'p1Wp2A_10', 'p2Ap1R_51p1W_91', 'p1Wp2A_69', 'p2_skip', 'p1Wp2A_3', 'p2Ap1W_80']",rocinante,"['2020-05-09 10:00:56.275000', 'p2']",Rogue,Wizard,0,0,0,3,"['rocinante', 'jack']",Rogue,Archer,20:42.4,0,0,0,0,0,0,"{'jack': 1098.7278817571034, 'rocinante': 1158.7493178757566}","{'jack': 1777, 'rocinante': 977}",00:57.8,2,1,1.2
4790,,,TRUE,TRUE,TRUE,"['p2Wp1K_72', 'p1Ap2W_90p2H_38', 'p2Hp1Kp2W_58', 'p1Ap2W_15p2H_13', 'p2Wp1K_46', 'p1Ap2W_35p2H_58', 'p2Wp1K_71', 'p1Ap2W_81p2H_3', 'p2Hp1Kp2W_23', 'p1Ap2W_50p2H_84', 'p2Wp1A_97', 'p1_skip', 'p2Wp1A_60']",dalinar,"['2020-05-07 21:28:05.430000', 'p2']",Knight,Archer,0,5,2,3,"['dalinar', 'tanini']",Wizard,Healer,44:34.0,0,0,1,0,0,0,,,,,,1.2
4791,,,TRUE,TRUE,TRUE,[],probablytom,"['2020-05-08 12:59:30.011000', 'p2']",Archer,Healer,99,99,99,99,"['probablytom', 'tanini']",Wizard,Gunner,59:30.0,,,,,,,,,,,,1.2
4792,,,TRUE,TRUE,TRUE,"['p2Wp1G_63', 'p1Kp2W_23', 'p2Wp1G_54', 'p1Kp2W_95', 'p2Rp1G_46', 'p1Kp2W_54', 'p2Rp1K_49', 'p1Kp2R_72', 'p2Rp1K_43', 'p1Kp2R_75', 'p2Rp1K_58']",apropos0,"['2020-05-09 15:23:43.416000', 'p2']",Gunner,Knight,0,0,0,2,"['apropos0', 'cptKav']",Wizard,Rogue,34:47.5,0,0,0,0,0,0,"{'cptKav': 1291.2184078556056, 'apropos0': 1238.4951918730662}","{'cptKav': 4852, 'apropos0': 5634}",23:44.3,2,1,1.2
4793,,,TRUE,TRUE,TRUE,"['p2Mp1G_37', 'p2Mp1G_33', 'p2Mp1G_4', 'p1Rp2M_27', 'p2Mp1G_29', 'p2Mp1G_73', 'p2Mp1G_98', 'p2Mp1G_30', 'p2Mp1G_90', 'p2Mp1G_32', 'p2Mp1R_28', 'p2Mp1R_40', 'p2Mp1R_15', 'p1Rp2M_62', 'p2Mp1R_68', 'p2Mp1R_60', 'p2Mp1R_13', 'p1Rp2M_1', 'p2Mp1R_26', 'p2Mp1R_86', 'p2Hp1Rp2M_67']",basta,"['2020-05-09 15:23:54.127000', 'p2']",Rogue,Gunner,0,0,9,5,"['basta', 'cptKav']",Healer,Monk,53:29.0,0,0,0,0,0,0,"{'cptKav': 1312.847988589339, 'basta': 1141.8881125910925}","{'cptKav': 4891, 'basta': 3164}",23:55.3,2,1,1.2
4794,,,TRUE,TRUE,TRUE,"['p2Ap1K_2p1A_29', 'p1Ap2K_49p2A_46', 'p2Ap1K_3p1A_41', 'p1Ap2K_18p2A_12', 'p2Ap1K_26p1A_88', 'p1Ap2K_92p2A_69', 'p2Ap1K_18p1A_51', 'p1Ap2K_77p2A_9', 'p2Ap1K_28p1A_48', 'p1Kp2K_52', 'p2Kp1K_89', 'p1Kp2K_8', 'p2Kp1K_30']",sstein,"['2020-05-09 16:14:41.177000', 'p2']",Knight,Archer,0,0,1,5,"['sstein', 'georgedo']",Knight,Archer,46:40.5,0,0,0,0,0,0,"{'georgedo': 1249.6487895918872, 'sstein': 1426.5464601999324}","{'georgedo': 3829, 'sstein': 3634}",14:41.7,2,1,1.2
4795,,,TRUE,TRUE,TRUE,"['p1Ap2W_65p2K_13', 'p2Wp1A_23', 'p1Hp2Wp1A_10', 'p2Kp1A_26', 'p1Ap2W_39p2K_65', 'p2Wp1A_24', 'p1Hp2Wp1A_47', 'p2Kp1A_97']",Silver,"['2020-05-08 13:52:00.247000', 'p2']",Healer,Archer,9,1,0,8,"['Silver', 'DoctorW']",Wizard,Knight,08:08.4,0,0,0,0,0,0,,,,,,1.2
4796,,,TRUE,TRUE,TRUE,"['p2Gp1M_36', 'p1Mp2G_12', 'p2Gp1M_23', 'p1Mp2B_55', 'p1Mp2B_43', 'p1Mp2B_54', 'p1Mp2B_13', 'p2Bp1M_53', 'p1Gp2B_48', 'p2Bp1G_15', 'p1Gp2B_12', 'p2Bp1G_17', 'p1Gp2B_35', 'p2Gp1G_87', 'p1Gp2G_89', 'p2Gp1G_62']",cptKav,"['2020-05-09 17:49:37.766000', 'p2']",Monk,Gunner,0,0,4,0,"['cptKav', 'Nari']",Gunner,Barbarian,49:37.8,0,0,0,0,0,0,"{'Nari': 1183.8764264347892, 'cptKav': 1302.9240686015182}","{'Nari': 4014, 'cptKav': 4877}",49:38.3,2,1,1.2
4797,,,TRUE,TRUE,FALSE,"['p2Wp1M_22', 'p1Rp2W_95', 'p2Wp1M_27', 'p1Rp2W_64', 'p2Rp1M_27', 'p1Rp2R_69', 'p2Rp1M_39', 'p1Rp2R_19', 'p2Rp1R_16', 'p1Rp2R_9', 'p2Rp1R_44', 'p1Rp2R_97']",Fbomb,"['2020-05-09 15:03:48.473000', 'p1']",Monk,Rogue,0,5,0,0,"['Deanerbeck', 'Fbomb']",Wizard,Rogue,03:44.6,0,0,0,0,0,0,"{'Deanerbeck': 1084.327019550243, 'Fbomb': 1164.574964246954}","{'Deanerbeck': 4975, 'Fbomb': 4020}",03:49.6,1,1,1.2
4798,,,TRUE,TRUE,TRUE,"['p2Gp1R_80', 'p1Ap2K_69p2G_97', 'p2Gp1R_95', 'p1Ap2K_66p2G_47', 'p2Gp1A_85', 'p1Ap2K_11p2G_97', 'p2Gp1A_51', 'p1Ap2K_34p2G_10', 'p2Kp1A_97']",Fbomb,"['2020-05-09 16:14:50.538000', 'p2']",Archer,Rogue,0,0,4,2,"['Fbomb', 'georgedo']",Knight,Gunner,16:15.7,0,0,0,0,0,0,"{'georgedo': 1269.4901170645826, 'Fbomb': 1144.7336367742587}","{'georgedo': 3865, 'Fbomb': 4014}",14:51.2,2,1,1.2
4799,,,TRUE,TRUE,FALSE,"['p2Gp1R_77', 'p1Ap2B_38p2G_74', 'p2Gp1R_68', 'p1Ap2B_98p2G_28', 'p2Gp1A_82', 'p1Ap2B_71p2G_2', 'p2Gp1A_4', 'p1Ap2B_65p2G_82', 'p2Gp1A_24', 'p1Ap2B_30p2G_47']",Ellen,"['2020-05-09 20:14:00.893000', 'p1']",Archer,Rogue,3,0,0,0,"['l17r', 'Ellen']",Barbarian,Gunner,16:07.1,0,0,0,0,0,0,"{'l17r': 1043.1788514787681, 'Ellen': 1273.051666752066}","{'l17r': 4049, 'Ellen': 5624}",14:01.5,1,1,1.2
4800,,,TRUE,TRUE,TRUE,"['p1Rp2G_84', 'p2Gp1W_88', 'p1Rp2G_23', 'p2Gp1W_50', 'p1Rp2G_2', 'p2Gp1R_12', 'p1Rp2G_26', 'p2Gp1R_16']",Luca1802,"['2020-05-08 20:29:54.908000', 'p2']",Rogue,Wizard,6,0,5,9,"['Luca1802', 'Nari']",Gunner,Barbarian,03:50.9,0,0,0,0,0,0,,,,,,1.2
4801,,,TRUE,TRUE,TRUE,"['p1Ap2R_93p2K_61', 'p2Rp1W_61', 'p1Wp2R_48', 'p2Kp1W_92', 'p1Ap2R_43p2K_11', 'p2Kp1W_51', 'p1Ap2R_90p2K_64', 'p2Kp1A_56', 'p1Ap2K_81', 'p2Kp1A_97', 'p1Ap2K_68', 'p2Kp1A_89']",basta,"['2020-05-09 20:43:45.723000', 'p2']",Wizard,Archer,0,0,0,2,"['basta', 'Ellen']",Rogue,Knight,22:48.0,0,0,0,0,0,0,"{'Ellen': 1294.8204823044189, 'basta': 1120.1192970387397}","{'Ellen': 5662, 'basta': 3156}",43:46.6,2,1,1.2
