,Username,Played,Won,losses,winrate,newmmr,Games,count_character_has_won,count_character_has_been_played,accepting_games,skill_points,last_logged_in,badge_progressions,elo,lost_against,current_season_skill
195,basta,270,139,131,0.514814815,944.4407407,"['none', 'none', 'none', 'none', 'none']","{'K': 31, 'A': 33, 'R': 33, 'H': 27, 'W': 59, 'B': 29, 'M': 29, 'G': 37}","{'K': 55, 'A': 74, 'R': 66, 'H': 56, 'W': 110, 'B': 54, 'M': 48, 'G': 73}",TRUE,5370,13:29.3,"[14, 31, 28, 33, 44, 33, 44, 27, 35, 59, 38, 29, 16, 29, 49, 37, 461, 0, 1, 5370, 3224, 1249, 6, 0, 96, 48, 268, 110, 43, 11, 139, 56, 17, 117, 50, 0, 77, 1, 7, 1, 101, 3140, 1020, 2313, 0, 0, 0, 0, 0, 0]",532.9292149,"['sstein', 'sstein', 'sstein', 'Manakish', 'sstein', 'sophie', 'Damian', 'sstein', 'creilly1', 'georgedo', 'Paddy', 'georgedo', 'georgedo', 'creilly1', 'Benlog', 'Fbomb', 'creilly1', 'creilly1', 'sophie', 'georgedo', 'Paddy', 'Nonni', 'Atrps', 'sophie', 'sstein', 'Silver', 'deathseeker', 'georgedo', 'timri', 'sophie', 'Andy', 'Master4444', 'LLilliputian', 'V4ssilios', 'LLilliputian', 'Michael', 'Jhannah', 'Michael', 'Andy', 'Michael', 'Ezzey', 'Ezzey', 'DavetheRave', 'Nari', 'Beth', 'Beth', 'apropos0', 'apropos0', 'apropos0', 'apropos0', 'elennon', 'Ellen']",3140
196,deathseeker,46,20,26,0.434782609,979.3043478,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 20, 'H': 6, 'W': 1, 'B': 1, 'M': 0, 'G': 12}","{'K': 4, 'A': 1, 'R': 45, 'H': 15, 'W': 3, 'B': 3, 'M': 1, 'G': 20}",TRUE,1033,54:40.1,"[2, 0, 1, 0, 30, 20, 10, 6, 0, 1, 2, 1, 0, 0, 1, 12, 168, 0, 1, 999, 3030, 0, 10, 0, 82, 1, 46, 45, 4, 0, 20, 4, 0, 37, 5, 7, 7, 1, 7, 0, 0, 644, 841, 273, 0, 0, 0, 0, 0, 0]",1151.459387,"['Paddy', 'dalinar', 'Beth', 'creilly1', 'timri', 'creilly1', 'tanini', 'tanini', 'Beth', 'creilly1', 'Nari', 'l17r', 'basta', 'Silver', 'l17r', 'cptKav', 'cptKav', 'Apollogize', 'basta']",678
197,bendmoore,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,25:10.7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
198,Manakish,46,25,21,0.543478261,994.4130435,"['none', 'none', 'none', 'none', 'none']","{'K': 3, 'A': 3, 'R': 11, 'H': 0, 'W': 1, 'B': 1, 'M': 21, 'G': 10}","{'K': 10, 'A': 10, 'R': 17, 'H': 2, 'W': 4, 'B': 2, 'M': 31, 'G': 16}",TRUE,1320,52:38.0,"[4, 3, 9, 3, 15, 11, 2, 0, 0, 1, 0, 1, 1, 21, 15, 10, 51, 0, 1, 1320, 3305, 463, 6, 0, 88, 2, 46, 31, 15, 1, 25, 0, 0, 49, 0, 4, 7, 1, 6, 1, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1222.214425,"['jonildo', 'Deanerbeck', 'Deanerbeck', 'Deanerbeck', 'Deanerbeck', 'basta', 'georgedo', 'elennon', 'jack', 'Paddy', 'DavetheRave', 'Fbomb', 'tanini', 'l17r']",10
199,Bpmckenna,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,54:33.6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
200,Sidthesloth,31,13,18,0.419354839,984.5483871,"[None, 'none', 'none', 'none', 'none']","{'K': 13, 'A': 3, 'R': 0, 'H': 0, 'W': 10, 'B': 0, 'M': 0, 'G': 0}","{'K': 30, 'A': 7, 'R': 1, 'H': 1, 'W': 23, 'B': 0, 'M': 0, 'G': 0}",TRUE,701,14:00.6,"[1, 13, 6, 3, 0, 0, 1, 0, 23, 10, 0, 0, 0, 0, 0, 0, 21, 0, 2, 711, 3637, 54, 5, 0, 76, 0, 31, 30, 2, 2, 13, 0, 0, 39, 1, 12, 2, 0, 5, 5, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0]",1134.184388,"['walshy1066', 'walshy1066', 'sstein', 'charlotte', 'charlotte', 'tanini', 'kubajj', 'jonildo', 'charlotte', 'creilly1', 'apropos0', 'basta', 'ECDr', 'Beth', 'timri', 'basta']",21
201,OM222O,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,20,35:23.8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
202,prof_Marcelo,0,0,0,0,1000,"[None, 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,60,54:00.3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,10
203,Benlog,28,15,13,0.535714286,995.9642857,"['none', 'none', 'none', 'none', 'none']","{'K': 3, 'A': 2, 'R': 9, 'H': 5, 'W': 2, 'B': 2, 'M': 2, 'G': 5}","{'K': 6, 'A': 7, 'R': 14, 'H': 6, 'W': 3, 'B': 6, 'M': 7, 'G': 7}",TRUE,757,34:55.2,"[3, 3, 4, 2, 12, 9, 3, 5, 0, 2, 3, 2, 1, 2, 2, 5, 69, 0, 1, 769, 4226, 50, 5, 0, 78, 3, 28, 14, 5, 1, 15, 0, 0, 27, 0, 2, 1, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1204.557762,"['timri', 'Apollogize', 'creilly1', 'Deanerbeck', 'Deanerbeck', 'l17r', 'creilly1', 'Paddy', 'dalinar', 'Luca1802', 'ECDr', 'DavetheRave']",0
204,Apollogize,63,33,30,0.523809524,988.7142857,"['none', 'none', 'none', 'none', 'none']","{'K': 6, 'A': 32, 'R': 1, 'H': 1, 'W': 25, 'B': 1, 'M': 0, 'G': 0}","{'K': 11, 'A': 61, 'R': 1, 'H': 1, 'W': 46, 'B': 3, 'M': 1, 'G': 0}",TRUE,1637,12:42.7,"[1, 6, 57, 32, 1, 1, 1, 1, 1, 25, 1, 1, 0, 0, 0, 0, 30, 2, 2, 1637, 3628, 1, 6, 2, 89, 0, 62, 61, 8, 5, 33, 6, 5, 59, 5, 97, 8, 1, 3, 0, 9, 1243, 1742, 705, 0, 0, 0, 0, 0, 0]",1309.516315,"['tanini', 'umachan', 'Paddy', 'Fbomb', 'sstein', 'walshy1066', 'Frp97', 'creilly1', 'dalinar', 'l17r', 'creilly1', 'Frp97', 'dalinar', 'Nari', 'sophie', 'georgedo', 'CannyCaracal', 'creilly1', 'Jambo9000', 'cptKav', 'jaymoney']",1243
205,Damian,3,2,1,0.666666667,1000.666667,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 2, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 3, 'A': 2, 'R': 1, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,150,23:47.2,"[1, 2, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 1, 150, 1380, 0, 2, 2, 62, 0, 3, 3, 0, 0, 2, 2, 1, 12, 2, 0, 0, 0, 1, 0, 1, 40, 0, 0, 0, 0, 0, 0, 0, 0]",1110.97846,['jack'],40
206,Atrps,11,4,7,0.363636364,992.5454545,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 0, 'R': 3, 'H': 3, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 3, 'A': 3, 'R': 6, 'H': 7, 'W': 1, 'B': 1, 'M': 1, 'G': 0}",TRUE,226,43:47.8,"[0, 2, 2, 0, 3, 3, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 2, 231, 2471, 0, 2, 0, 62, 0, 11, 7, 1, 0, 4, 0, 4, 11, 0, 13, 0, 1, 3, 3, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0]",1169.851302,"['Benlog', 'georgedo', 'Nari', 'dalinar', 'ECDr', 'cptKav', 'sstein']",80
207,RPGLite,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,34:26.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
208,Kojack,6,2,4,0.333333333,995.3333333,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 1, 'R': 1, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 2, 'A': 4, 'R': 3, 'H': 1, 'W': 2, 'B': 0, 'M': 0, 'G': 0}",TRUE,157,09:31.8,"[2, 1, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 1, 165, 2990, 0, 1, 0, 64, 0, 6, 4, 0, 0, 2, 0, 0, 5, 0, 0, 0, 0, 2, 2, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0]",1176.816746,"['Deanerbeck', 'elennon', 'Paddy', 'Beccccca']",22
209,mizukiyana,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,29:11.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
210,Kush,7,4,3,0.571428571,999.7142857,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 1, 'R': 4, 'H': 3, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 1, 'R': 7, 'H': 6, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,207,53:33.3,"[0, 0, 0, 1, 1, 4, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 12, 1, 1, 207, 4125, 0, 2, 1, 61, 0, 7, 7, 2, 0, 4, 0, 0, 15, 0, 0, 0, 0, 1, 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0]",1205.739966,"['apropos0', 'cptKav', 'cptKav']",112
211,Alhamed,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,10,01:14.1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
212,b00my,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,10,48:36.3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 1, 3, 5, 2, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
213,ater4,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,20,55:44.9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 20, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
214,Aloneinkyoto,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,10,22:44.8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 10, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
215,Mbd89,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,02:56.9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
216,Appletest,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,03:08.1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
217,pere,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,21:06.7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
218,1234,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,33:36.6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
219,Significance,32,16,16,0.5,992,"['none', 'none', 'none', 'none', 'none']","{'K': 9, 'A': 2, 'R': 3, 'H': 9, 'W': 3, 'B': 2, 'M': 1, 'G': 3}","{'K': 13, 'A': 4, 'R': 10, 'H': 11, 'W': 8, 'B': 4, 'M': 5, 'G': 7}",TRUE,809,11:21.4,"[7, 9, 1, 2, 4, 3, 9, 9, 6, 3, 1, 2, 0, 1, 3, 3, 56, 0, 0, 824, 0, 0, 9, 0, 82, 4, 31, 13, 8, 0, 16, 2, 2, 35, 0, 13, 3, 1, 7, 1, 1, 787, 1463, 90, 0, 0, 0, 0, 0, 0]",1236.877904,"['Ellen', 'bobabell', 'Martin', 'Martin', 'Michael', 'cptKav', 'chins', 'creilly1', 'chins', 'Anakhand', 'jaymoney', 'Hippodoodle']",772
220,Yogurt,1,0,1,0,998,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 1, 'A': 0, 'R': 0, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,48:26.7,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 37, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1184,['Significance'],0
221,jaymoney,44,26,18,0.590909091,1000.636364,"['none', 'none', 'none', 'none', 'none']","{'K': 5, 'A': 6, 'R': 5, 'H': 10, 'W': 9, 'B': 1, 'M': 3, 'G': 13}","{'K': 6, 'A': 9, 'R': 7, 'H': 20, 'W': 17, 'B': 2, 'M': 4, 'G': 21}",TRUE,1329,50:49.5,"[0, 5, 0, 6, 6, 5, 17, 10, 17, 9, 1, 1, 0, 3, 2, 13, 90, 1, 1, 1299, 0, 0, 5, 1, 87, 2, 43, 21, 7, 1, 26, 1, 0, 52, 1, 33, 5, 1, 4, 0, 1, 1255, 1973, 638, 0, 0, 0, 0, 0, 0]",1329.313738,"['ECDr', 'Deanerbeck', 'Ezzey', 'probablytom', 'alan', 'Ellen', 'Michael', 'creilly1', 'DavetheRave', 'eggface', 'Jhannah', 'creilly1']",1285
222,Master4444,20,10,10,0.5,995,"[None, 'none', 'none', 'none', 'none']","{'K': 3, 'A': 5, 'R': 4, 'H': 0, 'W': 0, 'B': 3, 'M': 2, 'G': 3}","{'K': 5, 'A': 9, 'R': 7, 'H': 3, 'W': 1, 'B': 7, 'M': 2, 'G': 6}",TRUE,406,37:06.6,"[1, 3, 3, 5, 7, 4, 3, 0, 0, 0, 6, 3, 0, 2, 0, 3, 80, 1, 1, 406, 0, 0, 3, 1, 72, 1, 20, 9, 2, 0, 10, 0, 0, 19, 0, 0, 0, 1, 4, 0, 1, 406, 1327, 261, 0, 0, 0, 0, 0, 0]",1056.068475,"['SGUNNER07', 'sstein', 'timri', 'timri', 'Hide_on_bush', 'bingoboy', 'Finlad', 'Ezzey', 'Ezzey', 'georgedo']",406
223,SGUNNER07,5,3,2,0.6,1000.2,"['none', 'none', None, 'none', 'none']","{'K': 1, 'A': 2, 'R': 0, 'H': 3, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 1, 'A': 2, 'R': 2, 'H': 5, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,103,16:05.6,"[1, 1, 0, 2, 2, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 112, 0, 0, 2, 0, 60, 0, 5, 5, 1, 0, 3, 2, 1, 3, 1, 0, 1, 0, 1, 1, 3, 112, 28, 71, 0, 0, 0, 0, 0, 0]",1214.7717,['Finlad'],103
224,123456,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,23:33.9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
225,Jhannah,115,62,53,0.539130435,984.573913,"['none', 'none', 'none', 'none', None]","{'K': 0, 'A': 2, 'R': 28, 'H': 0, 'W': 31, 'B': 2, 'M': 38, 'G': 23}","{'K': 1, 'A': 8, 'R': 51, 'H': 3, 'W': 51, 'B': 5, 'M': 66, 'G': 35}",TRUE,2227,01:51.7,"[0, 0, 2, 2, 36, 28, 2, 0, 13, 31, 3, 2, 36, 38, 18, 23, 506, 1, 1, 2227, 0, 0, 8, 0, 92, 1, 110, 66, 33, 3, 62, 9, 6, 83, 6, 0, 25, 1, 6, 1, 12, 1976, 1675, 1846, 0, 0, 0, 0, 0, 0]",86.62629261,"['Fudgewolf', 'Finlad', 'Andy', 'Andy', 'Andy', 'Andy', 'sstein', 'Martin', 'aaaa', 'musicalSpear', 'tickler', 'bobabell', 'bobabell', 'Jules', 'LLilliputian', 'LLilliputian', 'Ezzey', 'Deanerbeck', 'Martin', 'Ezzey', 'Ezzey', 'chins', 'Apollogize']",1976
226,Finlad,25,17,8,0.68,1006.44,"['none', 'none', 'none', 'none', None]","{'K': 1, 'A': 7, 'R': 8, 'H': 4, 'W': 4, 'B': 0, 'M': 6, 'G': 4}","{'K': 1, 'A': 10, 'R': 12, 'H': 5, 'W': 8, 'B': 1, 'M': 6, 'G': 5}",TRUE,782,33:13.3,"[0, 1, 7, 7, 4, 8, 2, 4, 7, 4, 0, 0, 4, 6, 0, 4, 112, 1, 1, 782, 0, 0, 4, 0, 81, 1, 24, 12, 3, 0, 17, 0, 1, 27, 1, 4, 3, 1, 3, 1, 7, 744, 611, 648, 0, 0, 0, 0, 0, 0]",1630.41986,"['Fudgewolf', 'Jhannah', 'Jhannah', 'Andy']",744
227,AMrza99,13,5,8,0.384615385,992.0769231,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 1, 'R': 3, 'H': 2, 'W': 1, 'B': 1, 'M': 0, 'G': 0}","{'K': 4, 'A': 4, 'R': 6, 'H': 4, 'W': 2, 'B': 4, 'M': 0, 'G': 0}",TRUE,318,25:31.2,"[2, 2, 3, 1, 3, 3, 3, 2, 0, 1, 1, 1, 0, 0, 0, 0, 39, 2, 1, 318, 0, 0, 2, 0, 70, 0, 12, 6, 0, 0, 5, 1, 1, 13, 0, 8, 0, 0, 2, 1, 2, 277, 2108, 50, 0, 0, 0, 0, 0, 0]",1113.975144,"['musicalSpear', 'chins', 'georgedo', 'cptKav', 'Ellen', 'sstein', 'sstein']",277
228,Morntato,16,8,8,0.5,996,"['none', 'none', 'none', 'none', 'none']","{'K': 4, 'A': 5, 'R': 2, 'H': 5, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 6, 'A': 10, 'R': 4, 'H': 10, 'W': 1, 'B': 1, 'M': 0, 'G': 0}",TRUE,299,31:58.8,"[2, 4, 1, 5, 3, 2, 10, 5, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 299, 0, 0, 3, 1, 70, 0, 16, 10, 2, 1, 8, 0, 0, 12, 0, 0, 1, 0, 3, 0, 0, 299, 1684, 161, 0, 0, 0, 0, 0, 0]",1093.710037,"['stru', 'cptKav', 'Finlad', 'sstein', 'sstein', 'aaaa', 'creilly1']",299
229,Fudgewolf,9,3,6,0.333333333,993,"['none', 'none', None, 'none', 'none']","{'K': 0, 'A': 3, 'R': 2, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 3, 'A': 5, 'R': 7, 'H': 2, 'W': 1, 'B': 0, 'M': 0, 'G': 0}",TRUE,128,05:49.0,"[1, 0, 1, 3, 6, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 28, 1, 1, 128, 0, 0, 2, 0, 63, 0, 9, 7, 1, 0, 3, 0, 0, 11, 0, 0, 2, 0, 3, 2, 1, 128, 222, 40, 0, 0, 0, 0, 0, 0]",1094.077493,"['BetterThanU', 'SGUNNER07', 'AMrza99', 'Andy']",128
230,musicalSpear,20,9,11,0.45,991.95,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 5, 'R': 5, 'H': 4, 'W': 2, 'B': 0, 'M': 0, 'G': 0}","{'K': 6, 'A': 12, 'R': 13, 'H': 5, 'W': 2, 'B': 1, 'M': 1, 'G': 0}",FALSE,323,08:33.2,"[1, 2, 3, 5, 10, 5, 5, 4, 0, 2, 1, 0, 0, 0, 0, 0, 114, 0, 0, 323, 0, 0, 3, 1, 72, 0, 20, 13, 0, 2, 9, 1, 5, 14, 0, 0, 3, 1, 3, 0, 6, 323, 2065, 212, 0, 0, 0, 0, 0, 0]",1109.505485,"['Morntato', 'alcam456', 'alcam456', 'Significance', 'Morntato', 'rowan', 'Ezzey', 'Ezzey']",323
231,cubbely,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",FALSE,0,24:51.9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
