,Username,Played,Won,tag_bg,Games,count_character_has_won,count_character_has_been_played,accepting_games,skill_points,last_logged_in,badge_progressions,elo,lost_against,current_season_skill,win_rate,Knight_played,Archer_played,Rogue_played,Healer_played,Wizard_played,Barbarian_played,Monk_played,Gunner_played,Knight_win,Archer_win,Rogue_win,Healer_win,Wizard_win,Barbarian_win,Monk_win,Gunner_win
65,elennon,190,95,oddysey,"['none', 'none', 'none', 'none', 'none']","{'K': 15, 'A': 11, 'R': 41, 'H': 19, 'W': 29, 'B': 15, 'M': 22, 'G': 38}","{'K': 35, 'A': 20, 'R': 86, 'H': 30, 'W': 59, 'B': 38, 'M': 48, 'G': 64}",True,4983,2020-07-20 12:36:52.080000,"[13, 15, 6, 11, 67, 41, 15, 19, 9, 29, 15, 15, 13, 22, 52, 38, 226, 0, 1, 4983, 2714, 1986, 7, 0, 96, 20, 190, 86, 30, 5, 95, 10, 5, 216, 6, 9, 47, 1, 7, 2, 2, 2461, 4672, 150, 0, 0, 0, 0, 0, 0]",1466.7032873906696,"['kubajj', 'Beth', 'kubajj', 'Frp97', 'pool27', 'timri', 'DoctorW', 'timri', 'kubajj', 'Jamie', 'Frp97', 'Beth', 'OKaemii', 'creilly1', 'kubajj', 'tanini', 'mosam1311', 'charlotte', 'sophie', 'sstein', 'sstein', 'Frp97', 'timri', 'alan', 'Paddy', 'creilly1', 'sstein', 'sophie', 'creilly1', 'basta', 'creilly1', 'Ezzey', 'Ezzey', 'Luca1802', 'Ellen', 'timri', 'alan', 'Ellen', 'l17r', 'Luca1802', 'BerrySauce', 'cptKav', 'timri', 'cptKav', 'DX13', 'timri', 'Ellen', 'DavetheRave']",2461,50.0,35,20,86,30,59,38,48,64,15,11,41,19,29,15,22,38
66,Significance,32,16,orange,"['none', 'none', 'none', 'none', 'none']","{'K': 9, 'A': 2, 'R': 3, 'H': 9, 'W': 3, 'B': 2, 'M': 1, 'G': 3}","{'K': 13, 'A': 4, 'R': 10, 'H': 11, 'W': 8, 'B': 4, 'M': 5, 'G': 7}",True,809,2020-05-22 11:11:21.414000,"[7, 9, 1, 2, 4, 3, 9, 9, 6, 3, 1, 2, 0, 1, 3, 3, 56, 0, 0, 824, 0, 0, 9, 0, 82, 4, 31, 13, 8, 0, 16, 2, 2, 35, 0, 13, 3, 1, 7, 1, 1, 787, 1463, 90, 0, 0, 0, 0, 0, 0]",1236.8779043720492,"['Ellen', 'bobabell', 'Martin', 'Martin', 'Michael', 'cptKav', 'chins', 'creilly1', 'chins', 'Anakhand', 'jaymoney', 'Hippodoodle']",772,50.0,13,4,10,11,8,4,5,7,9,2,3,9,3,2,1,3
67,bijtis,8,4,purple,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 3, 'R': 2, 'H': 2, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 2, 'A': 5, 'R': 5, 'H': 4, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,165,2020-04-18 18:55:41.886000,"[2, 1, 2, 3, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 165, 2050, 115, 2, 1, 59, 0, 8, 5, 2, 0, 4, 2, 1, 6, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1201.1667865021661,"['Ellen', 'apropos0', 'Ellen']",0,50.0,2,5,5,4,0,0,0,0,1,3,2,2,0,0,0,0
68,zShi,2,1,purple,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 1, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 1, 'A': 2, 'R': 0, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,60,2020-04-12 12:54:31.986000,"[0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 60, 0, 40, 1, 0, 59, 0, 2, 2, 0, 0, 1, 1, 1, 2, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1199.859995807833,['JoeExotic'],0,50.0,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0
69,mumdoc,2,1,green,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 1, 'R': 1, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 1, 'R': 2, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",False,34,2020-04-13 14:01:35.780000,"[0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 42, 193, 0, 1, 0, 54, 0, 2, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1199.768875379828,['probablyrob'],0,50.0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0
70,mosam1311,10,5,green,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 1, 'R': 1, 'H': 2, 'W': 0, 'B': 1, 'M': 2, 'G': 1}","{'K': 3, 'A': 2, 'R': 3, 'H': 5, 'W': 2, 'B': 1, 'M': 3, 'G': 1}",True,398,2020-04-27 16:08:41.266000,"[1, 2, 0, 1, 2, 1, 4, 2, 2, 0, 0, 1, 1, 2, 0, 1, 10, 0, 0, 398, 3832, 0, 2, 1, 67, 1, 10, 5, 0, 0, 5, 0, 0, 13, 0, 3, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1198.433510493998,"['creilly1', 'basta', 'basta', 'basta', 'basta']",0,50.0,3,2,3,5,2,1,3,1,2,1,1,2,0,1,2,1
71,AethelredVS,4,2,green,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 1, 'R': 0, 'H': 0, 'W': 1, 'B': 0, 'M': 0, 'G': 0}","{'K': 3, 'A': 2, 'R': 1, 'H': 1, 'W': 1, 'B': 0, 'M': 0, 'G': 0}",True,80,2020-05-14 20:22:20.447000,"[2, 2, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 27, 0, 0, 80, 0, 0, 2, 2, 57, 0, 4, 3, 0, 1, 2, 1, 1, 3, 0, 0, 1, 0, 2, 0, 1, 80, 0, 50, 0, 0, 0, 0, 0, 0]",1219.0701446517521,['Jhannah'],80,50.0,3,2,1,1,1,0,0,0,2,1,0,0,1,0,0,0
72,Morntato,16,8,oddysey,"['none', 'none', 'none', 'none', 'none']","{'K': 4, 'A': 5, 'R': 2, 'H': 5, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 6, 'A': 10, 'R': 4, 'H': 10, 'W': 1, 'B': 1, 'M': 0, 'G': 0}",True,299,2020-05-15 15:31:58.845000,"[2, 4, 1, 5, 3, 2, 10, 5, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 299, 0, 0, 3, 1, 70, 0, 16, 10, 2, 1, 8, 0, 0, 12, 0, 0, 1, 0, 3, 0, 0, 299, 1684, 161, 0, 0, 0, 0, 0, 0]",1093.710037354364,"['stru', 'cptKav', 'Finlad', 'sstein', 'sstein', 'aaaa', 'creilly1']",299,50.0,6,10,4,10,1,1,0,0,4,5,2,5,0,0,0,0
73,Master4444,20,10,green,"[None, 'none', 'none', 'none', 'none']","{'K': 3, 'A': 5, 'R': 4, 'H': 0, 'W': 0, 'B': 3, 'M': 2, 'G': 3}","{'K': 5, 'A': 9, 'R': 7, 'H': 3, 'W': 1, 'B': 7, 'M': 2, 'G': 6}",True,406,2020-05-17 10:37:06.634000,"[1, 3, 3, 5, 7, 4, 3, 0, 0, 0, 6, 3, 0, 2, 0, 3, 80, 1, 1, 406, 0, 0, 3, 1, 72, 1, 20, 9, 2, 0, 10, 0, 0, 19, 0, 0, 0, 1, 4, 0, 1, 406, 1327, 261, 0, 0, 0, 0, 0, 0]",1056.0684747303953,"['SGUNNER07', 'sstein', 'timri', 'timri', 'Hide_on_bush', 'bingoboy', 'Finlad', 'Ezzey', 'Ezzey', 'georgedo']",406,50.0,5,9,7,3,1,7,2,6,3,5,4,0,0,3,2,3
74,Fbomb,208,103,green,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 2, 'R': 3, 'H': 0, 'W': 16, 'B': 6, 'M': 98, 'G': 80}","{'K': 5, 'A': 10, 'R': 17, 'H': 1, 'W': 28, 'B': 10, 'M': 193, 'G': 152}",False,4029,2020-05-13 13:05:40.116000,"[1, 1, 5, 2, 16, 3, 1, 0, 26, 16, 8, 6, 1, 98, 150, 80, 505, 2, 2, 4034, 3075, 2336, 8, 0, 97, 1, 208, 193, 57, 1, 103, 0, 3, 245, 0, 15, 56, 1, 7, 4, 0, 295, 88, 200, 0, 0, 0, 0, 0, 0]",1081.4485452783156,"['whiplash', 'GReat', 'OKaemii', 'Etess', 'cwallis', 'Jamie', 'cwallis', 'Schmofe', 'bijtis', 'Ellen', 'DoctorW', 'jack', 'OKaemii', 'apropos0', 'apropos0', 'walshy1066', 'tanini', 'Kojack', 'Nari', 'apropos0', 'jack', 'ECDr', 'ECDr', 'elennon', 'Sidthesloth', 'timri', 'ECDr', 'Luca1802', 'Benlog', 'apropos0', 'elennon', 'georgedo', 'timri', 'basta', 'apropos0', 'Nonni', 'basta', 'cptKav', 'ECDr', 'Ellen', 'sstein', 'deathseeker', 'Luca1802', 'Frp97', 'ECDr', 'Luca1802', 'Deanerbeck', 'georgedo', 'creilly1']",290,49.519230769230774,5,10,17,1,28,10,193,152,1,2,3,0,16,6,98,80
75,creilly2,166,82,nature,"['none', 'none', 'none', 'none', 'none']","{'K': 4, 'A': 6, 'R': 60, 'H': 4, 'W': 36, 'B': 9, 'M': 34, 'G': 11}","{'K': 12, 'A': 23, 'R': 106, 'H': 7, 'W': 76, 'B': 25, 'M': 54, 'G': 29}",True,3216,2020-05-21 17:27:00.568000,"[2, 4, 6, 6, 99, 60, 1, 4, 6, 36, 19, 9, 6, 34, 27, 11, 638, 2, 1, 3216, 1494, 1209, 12, 1, 95, 7, 166, 106, 31, 0, 82, 22, 18, 3, 11, 112, 45, 1, 6, 0, 0, 100, 0, 9, 0, 0, 0, 0, 0, 0]",1192.7561189132894,"['Etess', 'Paulverise', 'LewisDyer', 'probablytom', 'TheMaster', 'TheMaster', 'ruadh_mor', 'TheMaster', 'probablytom', 'probablytom', 'Sabotage', 'probablytom', 'cute320215', 'Paddy', 'asdf', 'probablytom', 'pool27', 'probablytom', 'probablytom', 'probablyrob', 'Frp97', 'apropos0', 'bladestoe', 'probablytom', 'Beth', 'cwallis', 'georgedo', 'Ellen', 'creilly1', 'creilly1', 'probablytom', 'probablytom', 'Beth', 'creilly1', 'creilly1', 'Frp97', 'creilly1', 'probablytom', 'tanini']",100,49.39759036144578,12,23,106,7,76,25,54,29,4,6,60,4,36,9,34,11
76,cwallis,189,93,cosmic,"['none', 'none', 'none', 'none', 'none']","{'K': 25, 'A': 3, 'R': 11, 'H': 20, 'W': 27, 'B': 30, 'M': 15, 'G': 55}","{'K': 41, 'A': 11, 'R': 26, 'H': 43, 'W': 52, 'B': 54, 'M': 32, 'G': 117}",True,3007,2020-04-27 19:10:39.240000,"[24, 25, 5, 3, 12, 11, 19, 20, 23, 27, 27, 30, 10, 15, 68, 55, 772, 0, 0, 3032, 1353, 2439, 5, 0, 96, 11, 188, 117, 25, 7, 93, 37, 11, 64, 50, 0, 57, 1, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1192.2888177638108,"['EarlofSurl', 'MhairiM', 'probablyrob', 'whiplash', 'Jamie', 'Jamie', 'pool27', 'Marta', 'pool27', 'probablytom', 'Jamie', 'timri', 'cptKav', 'probablytom', 'creilly2', 'bijtis', 'Jamie', 'umachan', 'umachan', 'Jamie', 'elennon', 'Jamie', 'Jamie', 'Luca1802', 'Jamie', 'Jamie', 'probablytom', 'apropos0', 'basta', 'Frp97', 'probablytom', 'Beth', 'Paddy', 'Jamie', 'l17r', 'demander', 'sophie', 'Sidthesloth']",0,49.2063492063492,41,11,26,43,52,54,32,117,25,3,11,20,27,30,15,55
77,ECDr,561,276,cosmic,"['none', 'none', 'none', 'none', 'none']","{'K': 7, 'A': 12, 'R': 23, 'H': 12, 'W': 231, 'B': 11, 'M': 21, 'G': 235}","{'K': 19, 'A': 33, 'R': 59, 'H': 39, 'W': 428, 'B': 37, 'M': 50, 'G': 443}",True,10289,2020-08-09 20:39:42.912000,"[12, 7, 8, 12, 41, 23, 25, 12, 387, 231, 18, 11, 16, 21, 47, 235, 938, 6, 1, 10289, 1984, 2682, 9, 0, 99, 19, 554, 443, 103, 9, 276, 22, 0, 615, 2, 6, 165, 1, 9, 1, 11, 6797, 1149, 5938, 0, 0, 0, 0, 0, 0]",6397.403469371933,"['Marta', 'Etess', 'Alliyana', 'EarlofSurl', 'EarlofSurl', 'bladestoe', 'Marta', 'Etess', 'versatile', 'EarlofSurl', 'cwallis', 'norgart', 'norgart', 'norgart', 'kubajj', 'kubajj', 'kubajj', 'kubajj', 'kubajj', 'kubajj', 'Etess', 'kubajj', 'kubajj', 'tanini', 'totem37', 'meow', 'meow', 'meow', 'norgart', 'jonildo', 'charlotte', 'charlotte', 'tanini', 'tanini', 'kubajj', 'Manakish', 'tanini', 'DavetheRave', 'basta', 'Benlog', 'Apollogize', 'basta', 'jack', 'tanini', 'probablytom', 'elennon', 'elennon', 'basta', 'Nonni', 'deathseeker', 'sstein', 'sstein', 'basta', 'basta', 'georgedo', 'sstein', 'georgedo', 'Jhannah', 'Morntato', 'Jhannah', 'Hide_on_bush', 'georgedo', 'Significance', 'jaymoney', 'Significance', 'Significance', 'Chrispie111', 'chins', 'georgedo', 'Apollogize', 'Apollogize', 'eggface', 'basta', 'sstein', 'Ezzey', 'BerrySauce', 'creilly1', 'creilly1', 'Martin', 'elennon', 'l17r', 'l17r', 'l17r', 'Nari', 'Luca1802', 'Nari', 'DX13', 'Beccccca', 'apropos0', 'Beccccca', 'l17r', 'l17r', 'l17r', 'apropos0', 'elennon', 'Nari', 'Nari', 'apropos0', 'l17r', 'l17r', 'Luca1802', 'DavetheRave', 'DavetheRave', 'l17r', 'DX13', 'apropos0', 'Luca1802', 'dalinar', 'DX13', 'DX13', 'Deanerbeck', 'Frp97', 'Luca1802']",6797,49.19786096256685,19,33,59,39,428,37,50,443,7,12,23,12,231,11,21,235
78,aaaa,122,60,nature,"['none', None, 'none', 'none', 'none']","{'K': 15, 'A': 32, 'R': 8, 'H': 34, 'W': 4, 'B': 4, 'M': 17, 'G': 6}","{'K': 28, 'A': 56, 'R': 27, 'H': 61, 'W': 13, 'B': 14, 'M': 31, 'G': 12}",True,2524,2020-07-01 19:20:58.297000,"[10, 15, 3, 32, 20, 8, 56, 34, 6, 4, 4, 4, 15, 17, 7, 6, 376, 6, 2, 2524, 0, 0, 15, 2, 91, 12, 121, 61, 12, 2, 60, 29, 3, 15, 47, 27, 26, 1, 6, 0, 28, 2450, 2705, 1877, 0, 0, 0, 0, 0, 0]",-886.1489408454133,"['Master4444', 'Finlad', 'Jhannah', 'CannyCaracal', 'Jhannah', 'jaymoney', 'georgedo', 'Chrispie111', 'V4ssilios', 'bobabell', 'Ellen', 'Michael', 'Michael', 'Hippodoodle', 'Ellen', 'Tharry0', 'creilly1', 'dalinar', 'Ezzey', 'sstein', 'basta', 'Ellen', 'Ellen', 'ECDr', 'Frp97', 'Ellen', 'Frp97', 'Beccccca', 'timri', 'Frp97', 'timri', 'Ellen', 'BerrySauce', 'Beccccca', 'timri']",2450,49.18032786885246,28,56,27,61,13,14,31,12,15,32,8,34,4,4,17,6
79,alcam456,92,45,purple,"['none', 'none', 'none', 'none', 'none']","{'K': 18, 'A': 13, 'R': 12, 'H': 4, 'W': 8, 'B': 5, 'M': 12, 'G': 18}","{'K': 31, 'A': 27, 'R': 27, 'H': 11, 'W': 20, 'B': 10, 'M': 23, 'G': 29}",True,1990,2020-05-28 11:48:34.242000,"[17, 18, 10, 13, 20, 12, 10, 4, 7, 8, 5, 5, 4, 12, 16, 18, 160, 1, 1, 1990, 0, 0, 7, 0, 90, 10, 89, 31, 10, 2, 45, 1, 1, 101, 0, 0, 15, 1, 5, 1, 0, 1850, 1684, 1201, 0, 0, 0, 0, 0, 0]",1454.47380929238,"['Master4444', 'Significance', 'Significance', 'adamski5298', 'Jhannah', 'Jhannah', 'Nonni', 'Significance', 'adamski5298', 'Significance', 'cptKav', 'cptKav', 'Significance', 'LLilliputian', 'timri', 'Rilla_Treesp', 'alan', 'apropos0', 'cptKav', 'apropos0', 'sstein', 'sstein', 'ECDr', 'Ellen', 'Martin', 'Ezzey', 'sstein', 'sstein', 'ECDr']",1850,48.91304347826087,31,27,27,11,20,10,23,29,18,13,12,4,8,5,12,18
80,Paddy,166,81,geometric,"['none', 'none', 'none', 'none', 'none']","{'K': 11, 'A': 6, 'R': 22, 'H': 2, 'W': 41, 'B': 12, 'M': 29, 'G': 39}","{'K': 25, 'A': 6, 'R': 42, 'H': 5, 'W': 95, 'B': 27, 'M': 51, 'G': 79}",True,3112,2020-05-03 08:35:21.937000,"[11, 11, 4, 6, 36, 22, 5, 2, 2, 41, 27, 12, 2, 29, 78, 39, 645, 0, 0, 3122, 2213, 2511, 8, 3, 95, 5, 165, 95, 36, 1, 81, 1, 1, 169, 0, 0, 36, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1172.8607175211616,"['versatile', 'Etess', 'gummytribble', 'ECDr', 'EarlofSurl', 'gummytribble', 'ECDr', 'yasmin_f', 'gummytribble', 'norgart', 'Jamie', 'Frp97', 'totem37', 'pool27', 'Jamie', 'pool27', 'pool27', 'ECDr', 'ECDr', 'pool27', 'alan', 'meow', 'sophie', 'sophie', 'apropos0', 'apropos0', 'jonildo', 'l17r', 'l17r', 'ECDr', 'apropos0', 'dalinar', 'creilly1', 'Fbomb', 'georgedo', 'apropos0', 'cptKav', 'Ellen', 'l17r', 'cptKav', 'Kush', 'Kush', 'apropos0', 'Frp97', 'probablytom', 'Nari', 'Schmofe', 'Ellen']",185,48.795180722891565,25,6,42,5,95,27,51,79,11,6,22,2,41,12,29,39
81,gummytribble,41,20,orange,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 0, 'R': 11, 'H': 5, 'W': 4, 'B': 1, 'M': 16, 'G': 1}","{'K': 4, 'A': 5, 'R': 21, 'H': 19, 'W': 8, 'B': 2, 'M': 22, 'G': 1}",True,764,2020-05-04 19:54:42.541000,"[3, 2, 1, 0, 15, 11, 14, 5, 3, 4, 1, 1, 4, 16, 0, 1, 105, 0, 1, 767, 1657, 447, 4, 0, 88, 1, 41, 22, 15, 0, 20, 5, 1, 50, 1, 4, 5, 1, 6, 2, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1166.040845272201,"['apropos0', 'asdf', 'asdf', 'bladestoe', 'cwallis', 'Nari', 'Ellen', 'asdf', 'Etess', 'cwallis', 'cptKav', 'ECDr', 'Paddy', 'ECDr', 'Etess', 'Nari']",10,48.78048780487805,4,5,21,19,8,2,22,1,2,0,11,5,4,1,16,1
82,Deanerbeck,682,330,orange,"['waiting', None, 'none', 'none', None]","{'K': 3, 'A': 65, 'R': 259, 'H': 16, 'W': 122, 'B': 14, 'M': 136, 'G': 45}","{'K': 9, 'A': 133, 'R': 510, 'H': 43, 'W': 278, 'B': 33, 'M': 241, 'G': 105}",True,13656,2020-09-21 02:25:11.609000,"[6, 3, 51, 65, 417, 259, 13, 16, 81, 122, 18, 14, 10, 136, 80, 45, 871, 3, 1, 13656, 1443, 4060, 7, 0, 99, 9, 676, 510, 113, 19, 330, 5, 0, 745, 2, 471, 218, 1, 8, 1, 1, 9010, 2633, 8081, 0, 0, 0, 0, 0, 0]",-5178.732999148444,"['Paddy', 'kubajj', 'norgart', 'Alliyana', 'Etess', 'Jamie', 'Jamie', 'Jamie', 'DoctorW', 'Paddy', 'Paddy', 'cwallis', 'DoctorW', 'Paddy', 'sophie', 'Fbomb', 'Fbomb', 'Kush', 'Fbomb', 'Frp97', 'Silver', 'tanini', 'tanini', 'Apollogize', 'elennon', 'creilly1', 'creilly1', 'creilly1', 'Significance', 'sstein', 'Finlad', 'Frp97', 'aaaa', 'Martin', 'AMrza99', 'Tharry0', 'Apollogize', 'alcam456', 'alcam456', 'georgedo', 'sstein', 'alcam456', 'Andy', 'Apollogize', 'basta', 'elennon', 'georgedo', 'Frp97', 'sstein', 'Ezzey', 'chins', 'aaaa', 'basta', 'Ezzey', 'creilly1', 'Ezzey', 'Ezzey', 'Martin', 'Frp97', 'Martin', 'Nari', 'Nari', 'Nari', 'ECDr', 'ECDr', 'Nari', 'Nari', 'ECDr', 'BerrySauce', 'Nari', 'ECDr', 'Nari', 'elennon', 'DX13', 'ECDr', 'DX13', 'BerrySauce', 'ECDr', 'Nari', 'elennon', 'Ellen', 'ECDr', 'elennon', 'DX13', 'apropos0', 'apropos0', 'DX13', 'Luca1802', 'apropos0', 'apropos0', 'cptKav', 'Luca1802', 'Nari', 'ECDr', 'Nari', 'apropos0', 'ECDr', 'apropos0', 'Luca1802', 'DX13', 'apropos0', 'Luca1802', 'Beccccca', 'dalinar', 'apropos0', 'apropos0', 'Luca1802', 'apropos0', 'apropos0', 'Luca1802', 'ECDr', 'apropos0', 'apropos0', 'apropos0', 'Luca1802', 'Luca1802', 'l17r', 'timri', 'l17r', 'l17r', 'l17r', 'apropos0', 'Beccccca', 'Luca1802', 'Luca1802', 'Luca1802', 'Luca1802', 'Lotua']",9010,48.38709677419355,9,133,510,43,278,33,241,105,3,65,259,16,122,14,136,45
83,dalinar,153,74,green,"['none', 'none', 'none', 'none', 'none']","{'K': 16, 'A': 24, 'R': 34, 'H': 1, 'W': 9, 'B': 31, 'M': 11, 'G': 22}","{'K': 39, 'A': 50, 'R': 76, 'H': 4, 'W': 24, 'B': 52, 'M': 19, 'G': 42}",True,4621,2020-08-02 14:55:12.128000,"[29, 16, 13, 24, 43, 34, 3, 1, 9, 9, 24, 31, 9, 11, 23, 22, 290, 20, 1, 4621, 2830, 1148, 4, 1, 95, 4, 153, 76, 19, 7, 74, 8, 19, 147, 0, 110, 39, 1, 7, 0, 1, 2978, 4627, 484, 0, 0, 0, 0, 0, 0]",1242.6095849102942,"['Sabotage', 'Etess', 'Sabotage', 'Fbomb', 'walshy1066', 'Frp97', 'Sabotage', 'walshy1066', 'Manakish', 'georgedo', 'sstein', 'walshy1066', 'rocinante', 'tanini', 'basta', 'georgedo', 'alcam456', 'sophie', 'elennon', 'Apollogize', 'ECDr', 'georgedo', 'MhairiM', 'apropos0', 'ECDr', 'BerrySauce', 'apropos0', 'l17r', 'apropos0', 'ECDr', 'ECDr', 'Deanerbeck', 'Luca1802', 'timri', 'Deanerbeck', 'apropos0', 'DavetheRave', 'Luca1802', 'DavetheRave', 'alan']",2978,48.36601307189542,39,50,76,4,24,52,19,42,16,24,34,1,9,31,11,22
84,DX13,328,158,green,"['none', 'none', 'none', 'none', 'none']","{'K': 52, 'A': 27, 'R': 27, 'H': 25, 'W': 34, 'B': 28, 'M': 25, 'G': 98}","{'K': 108, 'A': 51, 'R': 57, 'H': 51, 'W': 82, 'B': 53, 'M': 58, 'G': 186}",False,7227,2020-09-06 22:20:34.817000,"[56, 52, 14, 27, 45, 27, 41, 25, 60, 34, 44, 28, 34, 25, 29, 98, 615, 0, 1, 7227, 0, 0, 7, 2, 96, 51, 323, 186, 36, 17, 158, 70, 0, 169, 55, 54, 115, 1, 8, 0, 143, 6953, 4453, 4995, 0, 0, 0, 0, 0, 0]",-2069.3699213848163,"['aaaa', 'aaaa', 'Nari', 'Nari', 'BerrySauce', 'BerrySauce', 'dalinar', 'aaaa', 'apropos0', 'elennon', 'apropos0', 'Luca1802', 'l17r', 'Frp97', 'Frp97', 'Luca1802', 'Nari', 'Luca1802', 'Luca1802', 'chins', 'DavetheRave', 'Frp97', 'Frp97', 'apropos0', 'apropos0', 'Frp97', 'Frp97', 'DavetheRave', 'apropos0', 'Frp97', 'apropos0', 'Frp97', 'apropos0', 'Deanerbeck', 'Ellen', 'Frp97', 'DavetheRave', 'Frp97', 'Luca1802', 'DavetheRave', 'DavetheRave', 'vinl', 'DavetheRave', 'timri', 'timri', 'timri', 'timri', 'timri', 'timri', 'timri']",6953,48.170731707317074,108,51,57,51,82,53,58,186,52,27,27,25,34,28,25,98
85,Martin,164,79,cosmic,"['none', 'none', 'none', 'none', 'none']","{'K': 13, 'A': 31, 'R': 15, 'H': 10, 'W': 29, 'B': 27, 'M': 9, 'G': 24}","{'K': 32, 'A': 61, 'R': 29, 'H': 20, 'W': 67, 'B': 50, 'M': 17, 'G': 48}",True,3373,2020-06-26 15:31:45.684000,"[21, 13, 18, 31, 20, 15, 18, 10, 23, 29, 36, 27, 1, 9, 25, 24, 443, 3, 3, 3373, 0, 0, 7, 3, 93, 17, 162, 67, 20, 4, 79, 7, 14, 166, 0, 20, 42, 1, 6, 0, 26, 3273, 1770, 1328, 0, 0, 0, 0, 0, 0]",-864.607984151135,"['Jhannah', 'Jhannah', 'Morntato', 'aaaa', 'sstein', 'sstein', 'sstein', 'musicalSpear', 'tickler', 'Frp97', 'musicalSpear', 'LLilliputian', 'adamski5298', 'Chrispie111', 'Frp97', 'jaymoney', 'georgedo', 'jaymoney', 'sstein', 'Andy', 'Michael', 'Apollogize', 'alcam456', 'Ellen', 'jaymoney', 'cptKav', 'l17r', 'Andy', 'Ezzey', 'Andy', 'Ezzey', 'cptKav', 'apropos0', 'dalinar', 'ECDr', 'cptKav', 'cptKav', 'Nari', 'ECDr', 'BerrySauce', 'apropos0']",3273,48.170731707317074,32,61,29,20,67,50,17,48,13,31,15,10,29,27,9,24
86,Rarno,21,10,blue,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 1, 'R': 9, 'H': 1, 'W': 1, 'B': 0, 'M': 7, 'G': 0}","{'K': 2, 'A': 1, 'R': 16, 'H': 4, 'W': 4, 'B': 2, 'M': 9, 'G': 0}",True,457,2020-04-10 12:09:09.465000,"[0, 1, 1, 1, 13, 9, 4, 1, 1, 1, 0, 0, 0, 7, 0, 0, 109, 0, 0, 457, 1165, 293, 5, 1, 87, 0, 19, 16, 3, 0, 10, 8, 9, 14, 6, 0, 4, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1210.958847223721,"['creilly1', 'TheMaster', 'TheMaster', 'Cm83', 'TheMaster']",0,47.61904761904761,2,1,16,4,4,2,9,0,1,1,9,1,1,0,7,0
87,BetterThanU,61,29,geometric,"[None, 'none', 'none', 'none', 'none']","{'K': 4, 'A': 4, 'R': 14, 'H': 2, 'W': 8, 'B': 5, 'M': 6, 'G': 15}","{'K': 9, 'A': 8, 'R': 26, 'H': 5, 'W': 23, 'B': 9, 'M': 16, 'G': 24}",True,1030,2020-05-17 14:49:55.244000,"[7, 4, 2, 4, 23, 14, 4, 2, 10, 8, 4, 5, 1, 6, 9, 15, 302, 0, 0, 1040, 0, 0, 7, 0, 85, 5, 60, 26, 6, 3, 29, 2, 0, 51, 1, 0, 6, 1, 11, 2, 9, 972, 1587, 811, 0, 0, 0, 0, 0, 0]",1008.6394073196091,"['Finlad', 'Finlad', 'SGUNNER07', 'Finlad', 'sstein', 'Andy', 'aaaa', 'sstein', 'Martin', 'Martin', 'Finlad', 'Martin', 'Deanerbeck', 'rowan', 'adamski5298', 'Jhannah', 'Jhannah', 'Jhannah', 'Finlad', 'Jhannah', 'Jhannah', 'Jhannah', 'Ezzey', 'jaymoney', 'Jhannah']",962,47.540983606557376,9,8,26,5,23,9,16,24,4,4,14,2,8,5,6,15
