,Username,Played,Won,tag_bg,Games,count_character_has_won,count_character_has_been_played,accepting_games,skill_points,last_logged_in,badge_progressions,elo,lost_against,current_season_skill,win_rate,Knight_played,Archer_played,Rogue_played,Healer_played,Wizard_played,Barbarian_played,Monk_played,Gunner_played,Knight_win,Archer_win,Rogue_win,Healer_win,Wizard_win,Barbarian_win,Monk_win,Gunner_win
251,dsomerville,0,0,orange,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,10,2020-04-17 00:01:15.453000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Bored,0,0,orange,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-04-17 01:45:29.101000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,tightleish,0,0,green,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-04-17 11:36:43.103000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,ali___,0,0,purple,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-04-17 13:17:22.798000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,lordkelvin,0,0,green,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-04-17 15:36:39.755000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,GCorner,0,0,purple,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-04-17 17:11:33.273000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,testy,0,0,blue,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",False,0,2020-04-17 20:56:51.536000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,aquaktus,0,0,orange,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-04-17 22:08:55.686000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Trinder,0,0,blue,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",False,0,2020-04-18 09:00:18.934000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,zakala,0,0,purple,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-04-18 11:59:13.802000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Sarisko,0,0,orange,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-04-18 16:13:38.311000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,mousecatear,0,0,blue,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-04-18 18:01:47.625000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Mankey1,0,0,orange,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-04-18 21:38:44.692000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,bendmoore,0,0,orange,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-04-19 18:25:10.659000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Bpmckenna,0,0,blue,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-04-20 09:54:33.601000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,OM222O,0,0,orange,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,20,2020-04-27 05:35:23.832000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,prof_Marcelo,0,0,purple,"[None, 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,60,2020-05-03 14:54:00.321000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,RPGLite,0,0,blue,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-04-25 16:34:26.388000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,mizukiyana,0,0,blue,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-04-26 09:29:10.991000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Alhamed,0,0,blue,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,10,2020-04-27 01:01:14.111000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,b00my,0,0,green,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,10,2020-04-28 05:48:36.250000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 1, 3, 5, 2, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,ater4,0,0,purple,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,20,2020-05-01 12:55:44.907000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 20, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Aloneinkyoto,0,0,nature,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,10,2020-05-02 20:22:44.822000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 10, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Mbd89,0,0,green,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-05-01 16:02:56.890000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Appletest,0,0,green,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-05-02 16:03:08.130000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200.0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,pere,0,0,orange,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-05-07 11:21:06.701000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,1234,0,0,orange,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-05-10 14:33:36.572000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,123456,0,0,orange,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-05-14 14:23:33.905000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,cubbely,0,0,purple,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",False,0,2020-05-14 20:24:51.876000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Jambo_Rambo,0,0,blue,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",False,10,2020-08-13 01:48:29.979000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",,,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Olgilvie,0,0,blue,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,20,2020-05-24 16:34:38.140000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 2, 20, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0]",1182.2236662928715,,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,sazle,0,0,orange,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-05-14 14:36:00.112000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Miko,0,0,green,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-05-14 14:34:48.363000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,omwm,0,0,green,"[None, 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-05-14 14:49:08.801000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1224.0949462879355,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,GoodNight007,0,0,orange,"[None, 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-05-14 14:45:55.756000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1224.891314139688,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Royal,0,0,blue,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-05-14 14:45:12.162000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,lukas_bro,0,0,green,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",False,0,2020-05-14 15:19:29.295000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Lena00,0,0,blue,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-05-14 14:54:06.967000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
