,balance_code,mmr_p1,mmr_p2,mmr_winner,winrate1,winrate2,strat_1,strat_2,strat_1_onehot,strat_2_onehot,winner
5394,1.2,872.4835165,846.2139037,872.4835165,0.487179487,0.541262136,0.756157635,1,16,17,1
5395,1.2,829.2739044,1012.067843,829.2739044,0.508038585,0.597325409,0.756157635,0.980295567,16,7,1
5396,1.2,827.5,966.4918033,827.5,0.323529412,0.617021277,0.083128079,0.166256158,1,2,1
5397,1.2,1012.067843,966.4918033,966.4918033,0.597325409,0.617021277,0.980295567,0.166256158,7,2,2
5398,1.2,966.4918033,1012.067843,1012.067843,0,0.597325409,0.794334975,0.980295567,5,7,2
5399,1.2,966.4918033,827.5,827.5,0,0.323529412,0.306650246,0.083128079,27,1,2
5400,1.2,829.2739044,826.9859438,829.2739044,0.508038585,0.461538462,0.756157635,0.794334975,16,5,1
5401,1.2,951.6043165,1002.710526,951.6043165,0.4,0.569620253,0.116995074,0.756157635,12,16,1
5402,1.2,1002.710526,796.3225806,1002.710526,0.569620253,0.5,0.756157635,0.110837438,16,6,1
5403,1.2,626.9569536,827.5,827.5,0.422818792,0.323529412,0.794334975,0.083128079,5,1,2
5404,1.2,1012.067843,827.5,827.5,0.597325409,0.323529412,0.980295567,0.083128079,7,1,2
5405,1.2,995.1,975.0350877,995.1,0.722222222,0.5,0.756157635,0.155788177,16,0,1
5406,1.2,827.5,966.4918033,966.4918033,0.323529412,0.617021277,0.083128079,0.166256158,1,2,2
5407,1.2,796.3225806,975.0350877,975.0350877,0.485436893,0.428571429,0.794334975,0.110837438,5,6,2
5408,1.2,975.0350877,827.5,975.0350877,0.428571429,0.323529412,0.110837438,0.083128079,6,1,1
5409,1.2,871.6798246,902.3966245,902.3966245,0.472727273,0.53125,0.110837438,0.780788177,6,25,2
5410,1.2,973.4871795,829.2739044,829.2739044,0.586750789,0.508038585,0.980295567,0.756157635,7,16,2
5411,1.2,827.5,1002.710526,1002.710526,0.323529412,0.569620253,0.083128079,0.756157635,1,16,2
5412,1.2,626.9569536,1012.067843,1012.067843,0.422818792,0.597325409,0.794334975,0.980295567,5,7,2
5413,1.2,973.4871795,626.9569536,973.4871795,0.586750789,0.422818792,0.980295567,0.794334975,7,5,1
5414,1.2,966.4918033,1012.067843,966.4918033,0.75,0.597325409,0.02770936,0.980295567,22,7,1
5415,1.2,982.7297297,902.3966245,902.3966245,0.594736842,0.53125,0.310344828,0.780788177,3,25,2
5416,1.2,951.6043165,1012.067843,1012.067843,0.4,0.597325409,0.116995074,0.980295567,12,7,2
5417,1.2,982.7297297,966.4918033,966.4918033,0.594736842,0.617021277,0.310344828,0.166256158,3,2,2
5418,1.2,936.4375,829.2739044,829.2739044,0.454545455,0.508038585,0.168719212,0.756157635,10,16,2
5419,1.2,982.7297297,846.2139037,982.7297297,0.594736842,0.541262136,0.310344828,1,3,17,1
5420,1.2,902.3966245,1002.710526,1002.710526,0.53125,0.569620253,0.780788177,0.756157635,25,16,2
5421,1.2,980.9196429,902.3966245,902.3966245,0.375,0.53125,1,0.780788177,17,25,2
5422,1.2,951.6043165,1012.067843,951.6043165,0.333333333,0.597325409,0.756157635,0.980295567,16,7,1
5423,1.2,995.1,949.945122,995.1,0.722222222,0.473684211,0.756157635,1,16,17,1
5424,1.2,995.1,936.4375,936.4375,0.722222222,1,0.756157635,0.099137931,16,20,2
5425,1.2,995.1,829.2739044,995.1,0.722222222,0.508038585,0.756157635,0.756157635,16,16,1
5426,1.2,954.2091503,980.9196429,980.9196429,0.538461538,0.466666667,0.293719212,0.083128079,9,1,2
5427,1.2,846.2139037,928.4565217,846.2139037,0.541262136,0.4375,1,0.780788177,17,25,1
5428,1.2,928.4565217,1002.710526,1002.710526,0.4375,0.569620253,0.780788177,0.756157635,25,16,2
5429,1.2,829.2739044,995.1,995.1,0.508038585,0.722222222,0.756157635,0.756157635,16,16,2
5430,1.2,982.7297297,968.095122,968.095122,0.594736842,0.37037037,0.310344828,0.756157635,3,16,2
5431,1.2,944.4407407,829.2739044,829.2739044,0.444444444,0.508038585,0.794334975,0.756157635,5,16,2
5432,1.2,968.095122,626.9569536,968.095122,0.409090909,0.422818792,1,0.794334975,17,5,1
5433,1.2,626.9569536,1012.067843,1012.067843,0.422818792,0.597325409,0.794334975,0.980295567,5,7,2
5434,1.2,827.5,872.4835165,872.4835165,0.323529412,0.487179487,0.083128079,0.756157635,1,16,2
5435,1.2,626.9569536,827.5,626.9569536,0.422818792,0.494791667,0.794334975,0.980295567,5,7,1
5436,1.2,626.9569536,1002.710526,1002.710526,0.422818792,0.569620253,0.794334975,0.756157635,5,16,2
5437,1.2,902.3966245,980.9196429,902.3966245,0.53125,0.142857143,0.780788177,0.116995074,25,12,1
5438,1.2,846.2139037,954.2091503,846.2139037,0.541262136,0.272727273,1,0.163793103,17,23,1
5439,1.2,829.2739044,973.4871795,829.2739044,0.508038585,0.586750789,0.756157635,0.980295567,16,7,1
5440,1.2,826.9859438,872.4835165,872.4835165,0.3125,0.487179487,0.306650246,0.756157635,27,16,2
5441,1.2,980.9196429,954.2091503,954.2091503,0.59375,0.5,0.780788177,0.083128079,25,1,2
5442,1.2,846.2139037,1002.710526,1002.710526,0.541262136,0.569620253,1,0.756157635,17,16,2
5443,1.2,871.6798246,983.5714286,871.6798246,0.666666667,0.5,0.310344828,0.16317734,3,18,1
5444,1.2,1012.067843,1002.710526,1012.067843,0.597325409,0.569620253,0.980295567,0.756157635,7,16,1
5445,1.2,872.4835165,826.9859438,872.4835165,0.487179487,0.357142857,0.756157635,0.014778325,16,4,1
5446,1.2,966.4918033,871.6798246,966.4918033,0.617021277,0,0.166256158,0.116995074,2,12,1
5447,1.2,1012.067843,966.4918033,966.4918033,0.597325409,0.75,0.980295567,0.02770936,7,22,2
5448,1.2,954.2091503,931.742268,931.742268,0.272727273,0.3,0.163793103,0.310344828,23,3,2
5449,1.2,973.4871795,846.2139037,846.2139037,0.586750789,0.541262136,0.980295567,1,7,17,2
5450,1.2,954.2091503,990.9583333,990.9583333,0.428571429,0.6,1,0.980295567,17,7,2
5451,1.2,829.2739044,973.4871795,829.2739044,0.508038585,0.586750789,0.756157635,0.980295567,16,7,1
5452,1.2,944.4407407,936.4375,944.4407407,0.5,0.454545455,0.756157635,1,16,17,1
5453,1.2,1002.710526,826.9859438,1002.710526,0.569620253,0.547169811,0.756157635,0.155788177,16,0,1
5454,1.2,829.2739044,846.2139037,846.2139037,0.508038585,0.541262136,0.756157635,1,16,17,2
5455,1.2,1012.067843,827.5,1012.067843,0.597325409,0.494791667,0.980295567,0.980295567,7,7,1
5456,1.2,872.4835165,902.3966245,902.3966245,0.52,0.53125,0.233990148,0.780788177,15,25,2
5457,1.2,872.4835165,626.9569536,872.4835165,0.487179487,0.422818792,0.756157635,0.794334975,16,5,1
5458,1.2,871.6798246,1012.067843,1012.067843,0,0.597325409,0.116995074,0.980295567,12,7,2
5459,1.2,871.6798246,966.4918033,966.4918033,0,0.75,0.116995074,0.02770936,12,22,2
