,balance_code,mmr_p1,mmr_p2,mmr_winner,winrate1,winrate2,strat_1,strat_2,strat_1_onehot,strat_2_onehot,winner
4076,1.2,16524,8606,829.2739044,0.8,0.352941176,0.980295567,0.153325123,7,26,1
4077,1.2,782,1030,1006.44,1,0.5,0.166256158,0.310344828,2,3,1
4078,1.2,2524,299,966.4918033,0.617021277,0.333333333,0.166256158,0.166256158,2,2,1
4079,1.2,299,323,996,1,0.5,0.16317734,0.310344828,18,3,1
4080,1.2,8606,406,995,0.547169811,0.6,0.155788177,0.794334975,0,5,2
4081,1.2,299,2524,996,0.333333333,0.25,0.166256158,0.099137931,2,20,1
4082,1.2,10151,299,996,0.333333333,1,0.163793103,0.310344828,23,3,2
4083,1.2,10151,0,827.5,0.333333333,0,0.163793103,0.16317734,23,18,1
4084,1.2,0,2524,966.4918033,0,0.25,0.163793103,0.099137931,23,20,2
4085,1.2,406,6337,982.7297297,0,0.594736842,0.166256158,0.310344828,2,3,2
4086,1.2,81,299,996,0,0.333333333,0.163793103,0.166256158,23,2,2
4087,1.2,10289,11109,973.4871795,0.541262136,0.586750789,1,0.980295567,17,7,2
4088,1.2,6337,10289,982.7297297,0.594736842,0.541262136,0.310344828,1,3,17,1
4089,1.2,81,225,1000.666667,1,0,0.794334975,0.310344828,5,3,1
4090,1.2,81,299,1000.666667,1,0.333333333,0.166256158,0.166256158,2,2,1
4091,1.2,5885,8524,931.742268,0.517857143,0.487179487,0.215517241,0.756157635,14,16,1
4092,1.2,15558,10151,827.5,0.597325409,0.494791667,0.980295567,0.980295567,7,7,2
4093,1.2,225,181,1002,0,1,0.794334975,0.166256158,5,2,2
4094,1.2,225,0,992.5454545,1,0,0.163793103,0.310344828,23,3,1
4095,1.2,225,406,995,0,0.6,0.310344828,0.794334975,3,5,2
4096,1.2,11109,406,973.4871795,0.586750789,0,0.980295567,0.003694581,7,21,1
4097,1.2,11109,406,973.4871795,0.586750789,0.5,0.980295567,0.163793103,7,23,1
4098,1.2,4621,1637,954.2091503,0.363636364,0.543478261,0.310344828,0.110837438,3,6,1
4099,1.2,5370,16524,944.4407407,0.5,0.508038585,1,0.756157635,17,16,1
4100,1.2,225,11109,973.4871795,0,0.586750789,0.16317734,0.980295567,18,7,2
4101,1.2,406,225,992.5454545,0.6,1,0.794334975,0.099137931,5,20,2
4102,1.2,225,0,992.5454545,1,0,0.163793103,0.163793103,23,23,1
4103,1.2,406,41,1001,0,1,0.155788177,0.099137931,0,20,2
